FDP_method,ATFD_method,MeMCL_method,MaMCL_method,NMCS_method,LAA_method,CDISP_method,CINT_method,ATFD_type,FANOUT_method,CYCLO_method,MAXNESTING_method,LOC_method,NOAV_method,LOCNAMM_type,LOC_type,AMWNAMM_type,CFNAMM_method,AMW_type,LOC_package,LCOM5_type,TCC_type,NOLV_method,WMC_type,NOM_package,CFNAMM_type,RFC_type,WMCNAMM_type,NOMNAMM_package,CBO_type,is_feature_envy
0,0,0,0,0,1.0,0.0,0,0,0,1,1,3,2,24,24,2.0,0,2.0,3219,0.0,1.0,1,4,549,1,3,4,471,1,0
0,0,0,0,0,1.0,1.0,1,0,1,3,2,15,6,24,24,2.0,1,2.0,3219,0.0,1.0,5,4,549,1,3,4,471,1,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,0,58,58,1.0,0,1.0,3219,0.0,0.0,0,11,549,0,11,11,471,0,0
3,7,2,2,3,0.14285699999999998,0.8,5,13,4,7,3,19,8,169,174,3.125,3,3.0,5633,0.875,0.14285699999999998,1,51,510,16,40,50,458,16,1
1,5,0,0,0,0.166667,0.2,5,55,1,5,3,26,13,2993,3001,6.518325,1,6.4947919999999995,5347,0.7428739999999999,0.950926,3,1247,264,56,286,1245,260,49,1
4,14,0,0,0,0.22222199999999998,0.5,26,21,13,39,6,164,46,637,745,5.24,16,3.947368,2074,0.926868,0.327635,25,150,207,49,130,131,145,39,1
0,0,0,0,0,1.0,0.0,0,3,0,1,1,124,46,1633,2078,1.660377,0,1.52809,12877,0.959583,0.11512599999999999,11,136,545,4,94,88,400,1,0
0,0,0,0,0,0.0,0.0,0,3,0,1,1,3,0,1633,2078,1.660377,0,1.52809,12877,0.959583,0.11512599999999999,0,136,545,4,94,88,400,1,0
1,30,0,0,0,0.032257999999999995,1.0,1,33,1,1,1,4,33,1312,1834,1.507937,0,1.290909,12877,0.9688629999999999,0.142318,1,142,545,11,124,95,400,3,1
0,0,0,0,0,0.0,1.0,1,0,1,39,7,125,44,150,150,20.5,1,20.5,3009,0.0,0.0,43,41,112,1,3,41,94,1,0
3,10,2,2,1,0.0,0.44444399999999995,9,10,4,2,2,29,12,31,31,2.0,7,2.0,713,0.0,1.0,1,2,67,7,20,2,49,5,1
0,0,0,0,0,1.0,1.0,1,0,1,2,1,6,6,129,129,13.0,1,13.0,348,1.0,1.0,2,26,18,2,12,26,18,3,0
3,9,0,0,0,0.181818,0.857143,7,13,6,8,3,21,12,320,353,2.75,4,2.363636,935,0.78,0.428571,1,26,68,13,32,22,56,10,1
0,0,0,0,0,0.0,0.0,0,6,0,2,2,7,1,6929,6989,5.541494,0,5.460285,10474,0.9796440000000001,0.8633719999999999,1,2681,596,10,503,2671,583,7,0
0,0,0,0,0,0.0,0.0,0,6,0,1,1,3,0,6929,6989,5.541494,0,5.460285,10474,0.9796440000000001,0.8633719999999999,0,2681,596,10,503,2671,583,7,0
0,0,0,0,0,0.0,0.0,0,6,0,1,1,3,0,6929,6989,5.541494,0,5.460285,10474,0.9796440000000001,0.8633719999999999,0,2681,596,10,503,2671,583,7,0
0,0,0,0,0,1.0,0.0,0,14,0,1,1,4,2,1100,1127,4.263158,0,4.1,1238,0.9638690000000001,0.42674300000000004,1,164,49,34,88,162,46,11,0
0,0,0,0,0,1.0,1.0,1,14,1,1,2,49,4,1100,1127,4.263158,1,4.1,1238,0.9638690000000001,0.42674300000000004,2,164,49,34,88,162,46,11,0
0,0,0,0,0,1.0,1.0,1,14,1,2,3,24,6,1100,1127,4.263158,1,4.1,1238,0.9638690000000001,0.42674300000000004,3,164,49,34,88,162,46,11,0
3,8,0,0,0,0.578947,0.466667,15,14,7,41,4,244,84,1100,1127,4.263158,8,4.1,1238,0.9638690000000001,0.42674300000000004,59,164,49,34,88,162,46,11,1
2,6,0,0,0,0.14285699999999998,0.227273,22,14,5,41,8,176,21,1100,1127,4.263158,15,4.1,1238,0.9638690000000001,0.42674300000000004,14,164,49,34,88,162,46,11,1
6,18,0,0,0,0.333333,0.290323,31,43,9,16,8,163,56,3392,3877,3.194915,18,2.770701,12094,0.9896450000000001,0.24011,22,435,560,181,366,377,469,31,1
0,0,0,0,0,1.0,0.0,0,0,0,1,1,1,1,161,177,5.2,0,3.4444440000000003,1005,0.953571,0.535714,0,31,38,0,9,26,30,0,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,1,1,161,177,5.2,0,3.4444440000000003,1005,0.953571,0.535714,0,31,38,0,9,26,30,0,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,1,2,161,177,5.2,0,3.4444440000000003,1005,0.953571,0.535714,0,31,38,0,9,26,30,0,0
2,8,0,0,0,0.0,0.333333,6,11,2,7,3,39,16,142,142,5.6666669999999995,4,5.6666669999999995,1005,0.0,0.0,9,17,38,8,16,17,30,6,1
0,0,0,0,0,1.0,0.0,0,0,0,4,3,30,8,269,269,3.0,0,3.0,269,0.857143,1.0,7,24,8,1,9,24,8,1,0
0,0,0,0,0,0.0,0.0,0,0,0,2,1,6,2,269,269,3.0,0,3.0,269,0.857143,1.0,2,24,8,1,9,24,8,1,0
1,1,0,0,0,0.769231,0.818182,11,4,9,22,5,162,28,478,581,7.285714,9,4.2,1541,0.913265,0.2,15,63,88,15,35,51,75,12,0
0,0,0,0,0,0.0,0.0,0,0,0,3,2,18,6,337,382,4.555556,0,4.272727,382,1.0,0.0,7,47,11,0,11,41,9,0,0
7,21,0,0,0,0.16,0.428571,14,29,6,48,7,210,62,517,517,8.1,9,8.1,5337,0.730159,1.0,37,81,130,15,32,81,124,13,1
3,11,0,0,0,0.214286,0.357143,14,13,5,13,6,156,40,224,224,4.0,9,4.0,5337,1.0,1.0,25,20,130,10,33,20,124,14,1
0,0,0,0,0,0.0,0.0,0,1,0,1,1,3,0,322,330,3.3,0,3.090909,4505,0.85,0.6190479999999999,0,34,221,20,232,33,181,24,0
2,2,0,0,0,0.666667,0.75,4,1,3,1,1,5,5,322,330,3.3,2,3.090909,4505,0.85,0.6190479999999999,1,34,221,20,232,33,181,24,0
1,1,0,0,0,0.0,0.25,4,5,1,25,7,138,30,517,525,10.142857000000001,3,9.0,2496,0.9523809999999999,0.333333,27,72,76,8,18,71,46,5,0
3,5,0,0,0,0.5,0.428571,14,5,6,15,6,119,26,259,264,3.857143,10,3.5,710,0.94958,0.533333,14,28,43,11,25,27,30,6,1
0,0,0,0,0,0.0,0.0,0,0,0,1,1,2,0,68,98,1.2,0,1.4285709999999998,1207,0.666667,1.0,0,10,69,4,22,6,50,3,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,2,68,98,1.2,0,1.4285709999999998,1207,0.666667,1.0,2,10,69,4,22,6,50,3,0
0,0,0,0,0,0.0,1.0,1,0,1,1,1,3,3,68,98,1.2,1,1.4285709999999998,1207,0.666667,1.0,3,10,69,4,22,6,50,3,0
0,0,0,0,0,1.0,0.5,8,0,4,36,4,153,31,612,612,5.714286,8,5.714286,1393,0.967949,0.309091,27,80,65,15,29,80,50,3,0
1,7,0,0,0,0.0,0.125,8,7,1,5,3,20,12,280,280,2.923077,1,2.923077,2794,0.0,0.0,6,38,60,4,25,38,46,4,1
0,0,0,0,0,0.0,1.0,1,1,1,1,1,4,2,15,26,1.333333,1,1.2,87,0.75,0.2,2,6,17,1,7,4,12,1,0
0,0,0,0,0,1.0,0.0,0,1,0,2,1,6,3,15,26,1.333333,0,1.2,87,0.75,0.2,2,6,17,1,7,4,12,1,0
4,5,0,0,0,0.28571399999999997,0.470588,17,7,8,8,2,27,15,92,92,4.6,14,4.6,252,0.5,0.333333,7,23,19,26,55,23,17,24,1
0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,6,6,1.0,0,1.0,2888,0.0,1.0,0,1,235,0,1,1,235,0,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,6,6,1.0,0,1.0,2888,0.0,1.0,0,1,235,0,1,1,235,0,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,6,6,1.0,0,1.0,2888,0.0,1.0,0,1,235,0,1,1,235,0,0
0,0,0,0,0,1.0,0.0,0,2,0,69,7,438,34,947,947,13.545454999999999,0,13.545454999999999,5531,0.7625,0.6,27,149,246,7,18,149,237,7,0
1,1,0,0,0,0.666667,0.5,4,3,2,21,6,111,19,724,754,3.8484849999999997,4,3.771429,1466,0.45588199999999995,0.8787879999999999,16,132,79,11,46,127,77,3,0
1,3,0,0,0,0.0,1.0,1,3,1,2,1,7,4,40,40,2.0,1,2.0,40,1.0,1.0,1,4,2,1,3,4,2,2,0
0,0,0,0,0,0.0,1.0,1,25,1,1,1,3,1,214,214,5.8,1,5.8,1004,0.0,1.0,1,29,41,27,51,29,41,22,0
6,19,0,0,0,0.0,0.333333,33,25,11,17,6,143,47,214,214,5.8,22,5.8,1004,0.0,1.0,20,29,41,27,51,29,41,22,1
0,0,0,0,0,0.0,1.0,1,3,1,2,2,22,2,151,151,3.428571,1,3.428571,473,0.0,0.0,3,24,32,16,37,24,32,11,0
0,0,0,0,0,0.0,1.0,1,3,1,1,1,3,0,151,151,3.428571,1,3.428571,473,0.0,0.0,1,24,32,16,37,24,32,11,0
0,0,0,0,0,0.0,1.0,1,3,1,1,1,3,1,151,151,3.428571,1,3.428571,473,0.0,0.0,2,24,32,16,37,24,32,11,0
1,11,0,0,0,0.17647100000000002,1.0,2,12,2,2,2,10,21,261,319,1.818182,0,2.214286,903,0.86014,1.0,3,31,52,15,32,20,44,4,1
4,10,2,2,5,0.230769,0.294118,17,10,5,39,11,171,31,405,430,4.555556,10,3.7826089999999994,1082,0.921488,0.385714,18,87,69,12,42,82,54,7,1
2,8,2,2,2,0.9444440000000001,0.3125,16,34,5,33,10,121,30,1348,1400,6.225,7,5.953488,3417,0.9444440000000001,0.340244,9,256,181,89,302,249,161,38,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,5,1,45,79,1.0,0,1.285714,467,0.777778,0.23809499999999997,0,9,20,0,7,3,16,0,0
0,0,0,0,0,1.0,0.0,0,0,0,3,1,9,3,45,79,1.0,0,1.285714,467,0.777778,0.23809499999999997,1,9,20,0,7,3,16,0,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,5,2,45,79,1.0,0,1.285714,467,0.777778,0.23809499999999997,1,9,20,0,7,3,16,0,0
0,0,0,0,0,0.0,0.666667,3,0,2,7,4,137,17,233,233,3.0,3,3.0,467,0.75,0.333333,15,15,20,5,18,15,16,5,0
3,10,0,0,0,0.0,0.333333,12,10,4,25,8,235,32,239,239,25.0,4,25.0,1875,0.0,1.0,24,25,65,4,13,25,40,6,1
0,0,0,0,0,0.0,0.44444399999999995,9,2,4,21,9,177,20,1405,1405,12.5,9,12.5,2029,1.0,0.0,19,25,54,18,90,25,39,23,0
4,10,2,2,3,0.090909,0.388889,18,15,7,7,4,77,22,2297,2396,4.142857,8,3.4,7792,0.9729059999999999,0.073892,7,102,230,46,93,87,163,22,1
0,0,0,0,0,1.0,0.666667,3,2,2,12,6,120,15,625,625,4.0625,3,4.0625,12350,0.933333,0.05714299999999999,14,65,880,11,29,65,591,3,0
0,0,0,0,0,1.0,0.4,10,3,4,21,7,193,27,1280,1280,12.0,10,12.0,1908,1.0,0.0,26,24,62,15,91,24,40,23,0
2,9,1,1,1,0.428571,0.1,20,9,2,20,7,177,35,305,305,5.5,5,5.5,4016,0.95,0.6,13,33,326,6,29,33,203,4,1
1,2,0,0,0,0.0,0.333333,3,3,1,1,1,6,7,14,14,1.0,1,1.0,608,0.0,0.0,3,2,50,2,6,2,40,5,0
1,1,0,0,0,0.0,1.0,1,3,1,1,1,3,3,14,14,1.0,1,1.0,608,0.0,0.0,2,2,50,2,6,2,40,5,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,22,7,60,60,3.0,0,3.0,608,0.0,0.0,7,6,50,0,2,6,40,0,0
1,13,0,0,0,0.07142899999999999,0.333333,6,22,2,13,3,47,27,176,181,2.818182,2,2.666667,181,0.363636,1.0,10,32,12,12,31,31,11,10,1
3,11,2,2,1,0.153846,0.352941,17,20,6,1,1,13,22,145,181,1.818182,6,1.6,1021,0.571429,0.8,2,24,69,18,49,20,55,12,1
7,32,2,2,3,0.177778,0.30952399999999997,42,32,13,47,8,363,91,531,600,7.5,14,3.6,1559,0.947368,0.161905,50,72,88,18,66,60,40,16,1
8,34,2,2,7,0.10526300000000001,0.34375,32,34,11,19,6,119,60,149,170,7.0,7,3.571429,1884,0.75,0.466667,15,25,94,8,40,21,62,12,1
7,28,2,2,3,0.151515,0.363636,44,110,16,23,7,127,66,1767,1890,4.913793,17,4.026667,2701,0.926126,0.40289899999999995,21,302,156,103,264,285,126,43,1
7,29,2,2,2,0.171429,0.347826,46,110,16,26,7,142,69,1767,1890,4.913793,18,4.026667,2701,0.926126,0.40289899999999995,22,302,156,103,264,285,126,43,1
6,52,2,2,2,0.103448,0.077922,77,52,6,15,6,157,112,186,227,4.5,22,2.555556,1616,0.895833,0.178571,23,23,84,22,86,18,51,9,1
7,16,0,0,0,0.2,0.533333,30,23,16,17,7,139,47,213,285,4.1666669999999995,17,2.266667,5595,0.887755,0.252747,21,34,278,24,59,25,171,20,1
4,22,2,2,1,0.153846,0.21739099999999997,23,22,5,26,7,160,44,304,320,7.0,11,5.6666669999999995,5595,0.875,0.666667,17,51,278,12,33,49,171,8,1
11,42,2,3,5,0.125,0.375,48,54,18,54,8,391,99,573,613,6.818182000000001,18,5.0,5595,0.922222,0.22222199999999998,40,80,278,28,87,75,171,29,1
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,2,31,31,1.666667,0,1.666667,2473,0.5,1.0,1,5,226,3,6,5,215,4,0
0,0,0,0,0,1.0,1.0,2,0,2,2,2,7,2,31,31,1.666667,2,1.666667,2473,0.5,1.0,1,5,226,3,6,5,215,4,0
3,8,0,0,0,0.2,1.0,1,8,1,7,1,32,13,127,127,1.909091,1,1.909091,2473,0.9,0.027777999999999997,6,21,226,8,128,21,215,82,1
2,18,0,0,0,0.1,0.0,0,31,0,19,2,29,22,184,184,3.615385,0,3.615385,2473,0.541667,0.681818,6,47,226,11,129,47,215,86,0
0,0,0,0,0,1.0,0.5,4,0,2,36,6,241,33,713,713,6.9166669999999995,4,6.9166669999999995,713,0.977273,0.7,24,83,16,8,20,83,16,2,0
0,0,0,0,0,0.0,0.0,0,0,0,3,3,14,3,818,818,3.277778,0,3.277778,1401,0.985714,0.0017829999999999999,3,118,74,2,38,118,64,1,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,1,818,818,3.277778,0,3.277778,1401,0.985714,0.0017829999999999999,1,118,74,2,38,118,64,1,0
0,0,0,0,0,0.0,0.0,0,0,0,2,2,11,2,818,818,3.277778,0,3.277778,1401,0.985714,0.0017829999999999999,2,118,74,2,38,118,64,1,0
3,13,2,2,8,0.2,0.294118,17,13,5,6,4,46,23,91,101,2.4,7,2.0,1185,0.916667,0.666667,4,14,109,11,80,12,47,14,1
2,18,0,0,0,0.14285699999999998,0.266667,30,20,8,15,6,95,54,434,434,3.818182,14,3.818182,1056,0.8,1.0,21,42,24,35,91,42,24,19,1
2,3,0,0,0,0.4,0.43333299999999997,30,8,13,29,6,228,32,787,787,5.857143,27,5.857143,4044,0.8846149999999999,0.857143,27,82,181,44,64,82,161,19,1
5,19,0,0,0,0.05,0.269231,26,23,7,19,7,106,40,267,267,5.25,6,5.25,516,1.0,1.0,14,42,56,15,56,42,14,11,1
0,0,0,0,0,0.0,0.0,0,11,0,1,1,2,0,230,230,4.142857,0,4.142857,9721,0.666667,1.0,0,29,166,24,34,29,165,12,0
1,1,0,0,0,1.0,0.833333,6,11,5,2,2,16,7,230,230,4.142857,6,4.142857,9721,0.666667,1.0,5,29,166,24,34,29,165,12,0
2,2,0,0,0,1.0,0.7,10,11,7,3,2,33,14,230,230,4.142857,10,4.142857,9721,0.666667,1.0,11,29,166,24,34,29,165,12,0
4,7,0,0,0,0.2,0.529412,17,11,9,4,3,36,21,230,230,4.142857,14,4.142857,9721,0.666667,1.0,11,29,166,24,34,29,165,12,1
3,7,0,0,0,0.2,0.6153850000000001,13,11,8,7,2,43,17,230,230,4.142857,13,4.142857,9721,0.666667,1.0,10,29,166,24,34,29,165,12,1
4,13,0,0,0,0.125,0.458333,24,36,11,18,3,135,35,429,429,5.555556,20,5.555556,9721,0.78125,0.642857,20,50,166,57,75,50,165,26,1
5,31,0,0,0,0.178571,0.28571399999999997,49,35,14,33,6,271,89,474,474,11.6,32,11.6,9721,0.7,0.833333,54,58,166,39,63,58,165,15,1
4,13,0,0,0,0.2,0.5,24,33,12,15,3,102,48,867,867,5.3333330000000005,15,5.3333330000000005,9721,0.704082,0.692308,27,80,166,66,98,80,165,26,1
6,22,0,0,0,0.034483,0.235294,34,37,8,20,6,115,67,323,323,5.090909,13,5.090909,6260,1.0,0.022222,22,56,600,26,58,56,492,13,1
1,1,0,0,0,1.0,1.0,4,1,4,1,1,7,7,276,293,1.454545,3,1.478261,5688,0.9494950000000001,0.380952,3,34,377,11,35,32,334,9,0
0,0,0,0,0,1.0,1.0,1,1,1,1,1,7,2,276,293,1.454545,1,1.478261,5688,0.9494950000000001,0.380952,1,34,377,11,35,32,334,9,0
1,1,0,0,0,0.75,1.0,1,1,1,6,3,31,6,276,293,1.454545,1,1.478261,5688,0.9494950000000001,0.380952,1,34,377,11,35,32,334,9,0
1,1,0,0,0,0.9285709999999999,0.5,12,4,6,30,6,125,32,402,410,5.5,12,5.153846,754,0.967593,0.666667,17,67,39,15,41,66,32,8,0
1,1,0,0,0,0.923077,0.388889,18,3,7,40,6,118,35,456,456,7.090909,16,7.090909,503,0.992308,0.054545,21,78,15,29,45,78,15,13,0
2,4,0,0,0,0.777778,0.6875,16,10,11,46,6,216,50,790,790,6.705882000000001,15,6.705882000000001,4916,0.979167,0.8,30,114,206,34,174,114,200,30,0
3,34,0,0,0,0.081081,1.0,21,5,21,1,1,54,38,598,604,2.125,20,2.0,7192,0.8875,0.464286,1,18,494,25,39,17,424,5,0
0,0,0,0,0,0.0,1.0,1,0,1,1,1,3,0,5,5,1.0,1,1.0,264,0.0,1.0,0,1,25,1,6,1,24,1,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,4,34,39,2.0,0,1.8,264,1.0,0.0,2,9,25,0,5,8,24,0,0
0,0,0,0,0,0.0,0.0,0,0,0,2,2,6,2,34,39,2.0,0,1.8,264,1.0,0.0,1,9,25,0,5,8,24,0,0
1,11,0,0,0,0.214286,0.266667,15,21,4,15,3,99,44,425,425,3.692308,6,3.692308,1144,0.9444440000000001,0.0,17,48,66,15,48,48,59,17,1
3,19,2,2,1,0.095238,1.0,3,19,3,21,3,45,23,474,474,3.32,1,3.32,2524,0.916667,0.213439,2,83,164,6,44,83,155,9,1
3,52,0,0,0,0.0,0.5,14,52,7,144,6,333,78,337,337,144.0,7,144.0,15781,0.0,1.0,16,144,1393,7,15,144,1099,8,1
0,0,0,0,0,0.0,1.0,1,1,1,1,1,3,0,82,82,1.111111,1,1.111111,921,0.0,0.0,0,10,95,3,20,10,79,12,0
0,0,0,0,0,0.0,0.0,0,1,0,1,1,3,0,82,82,1.111111,0,1.111111,921,0.0,0.0,0,10,95,3,20,10,79,12,0
0,0,0,0,0,0.0,0.0,0,1,0,1,1,3,0,82,82,1.111111,0,1.111111,921,0.0,0.0,0,10,95,3,20,10,79,12,0
5,6,0,0,0,0.166667,0.363636,22,7,8,20,6,161,27,236,236,3.666667,17,3.666667,516,0.875,0.0,18,33,30,19,35,33,28,11,1
2,2,0,0,0,0.666667,0.6,5,2,3,7,4,41,14,93,93,3.5,4,3.5,3705,0.0,0.0,10,14,271,11,28,14,240,10,0
1,1,0,0,0,0.666667,0.6,10,14,6,22,6,107,32,647,660,3.8823529999999997,6,3.722222,5031,0.889706,0.714286,26,67,474,39,67,66,419,15,0
0,0,0,0,0,0.0,1.0,1,0,1,1,1,37,0,44,44,1.0,1,1.0,75,0.0,0.0,0,2,6,1,47,2,6,14,0
1,6,0,0,0,0.0,0.636364,11,10,7,12,4,51,22,312,312,5.555556,10,5.555556,1295,1.0,0.6,14,50,78,28,45,50,74,18,1
1,6,0,0,0,0.333333,0.5,2,3,1,4,1,16,10,40,68,2.5,2,1.6,453,1.0,0.0,1,8,35,4,54,5,20,15,0
1,1,0,0,0,0.0,1.0,2,3,2,1,1,3,2,40,68,2.5,2,1.6,453,1.0,0.0,1,8,35,4,54,5,20,15,0
1,1,0,0,0,0.0,1.0,1,3,1,1,1,3,2,40,68,2.5,1,1.6,453,1.0,0.0,1,8,35,4,54,5,20,15,0
1,1,0,0,0,0.0,1.0,1,3,1,1,1,3,1,40,68,2.5,1,1.6,453,1.0,0.0,0,8,35,4,54,5,20,15,0
3,10,0,0,0,0.090909,0.333333,18,26,6,8,3,57,26,531,531,4.363636,9,4.363636,3513,1.0,0.175,13,96,212,29,77,96,154,16,1
1,2,0,0,0,0.428571,0.428571,7,2,3,16,8,103,30,442,442,8.0,5,8.0,608,1.0,1.0,21,80,24,9,21,80,21,3,0
4,11,0,0,0,0.083333,0.6,5,34,3,12,3,33,20,331,341,7.1666669999999995,5,6.285714,1328,0.9615379999999999,0.090909,8,88,72,15,37,86,62,16,1
0,0,0,0,0,1.0,1.0,1,0,1,11,6,150,44,1421,1458,7.785714,1,7.6666669999999995,11055,0.8401360000000001,1.0,21,115,293,1,16,109,277,1,0
0,0,0,0,0,1.0,1.0,1,0,1,23,8,217,45,1421,1458,7.785714,1,7.6666669999999995,11055,0.8401360000000001,1.0,24,115,293,1,16,109,277,1,0
10,35,0,0,0,0.048780000000000004,0.207792,77,163,16,101,6,345,149,2147,2345,7.117647,55,5.171053,73431,0.9610879999999999,0.405045,74,393,3557,227,420,363,2644,65,1
4,12,0,0,0,0.294118,0.377778,45,80,17,26,7,115,54,2282,3107,2.44,40,2.194286,73431,0.950944,0.610066,33,384,3557,119,348,305,2644,54,1
6,15,0,0,0,0.190476,0.48571400000000003,35,153,17,38,9,150,54,2411,2573,8.28,27,7.216667,73431,0.9678549999999999,0.624916,25,433,3557,134,255,414,2644,49,1
0,0,0,0,0,1.0,0.0,0,0,0,35,6,110,28,1109,1137,7.08,0,6.5,73431,0.9182629999999999,0.6,14,182,3557,3,31,177,2644,1,0
6,35,3,3,2,0.146341,0.18918900000000002,37,48,7,49,7,223,81,562,611,8.0,15,6.529412000000001,73431,0.859375,0.409524,29,111,3557,29,86,104,2644,12,1
3,13,0,0,0,0.0,0.545455,11,30,6,29,6,103,28,652,652,7.65,11,7.65,73431,0.8684209999999999,0.07619,16,153,3557,52,74,153,2644,18,1
0,0,0,0,0,1.0,1.0,4,0,4,1,1,26,8,136,144,1.0,4,1.0,1917,1.0,0.666667,3,5,105,4,10,4,96,4,0
