FDP_method,ATFD_method,MeMCL_method,MaMCL_method,NMCS_method,LAA_method,CDISP_method,CINT_method,ATFD_type,FANOUT_method,CYCLO_method,MAXNESTING_method,LOC_method,NOAV_method,LOCNAMM_type,LOC_type,AMWNAMM_type,CFNAMM_method,AMW_type,LOC_package,LCOM5_type,TCC_type,NOLV_method,WMC_type,NOM_package,CFNAMM_type,RFC_type,WMCNAMM_type,NOMNAMM_package,CBO_type,is_feature_envy
0,0,0,0,0,1.0,1.0,1,0,1,1,1,6,4,136,144,1.0,0,1.0,1917,1.0,0.666667,1,5,105,4,10,4,96,4,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,5,3,136,144,1.0,0,1.0,1917,1.0,0.666667,1,5,105,4,10,4,96,4,0
3,5,0,0,0,0.2,0.666667,6,6,4,5,3,35,11,361,361,3.5,4,3.5,1917,0.777778,0.933333,4,35,105,11,23,35,96,6,1
7,8,0,0,0,0.272727,1.0,4,15,4,24,6,167,33,763,789,3.88,3,3.7407410000000003,16299,0.807692,0.504762,11,101,720,13,46,97,588,11,1
7,10,0,0,0,0.428571,0.42307700000000004,26,47,11,29,7,194,32,1901,2167,3.7230769999999995,23,3.282353,25957,0.977891,0.23843000000000003,17,279,1144,105,350,242,1029,54,1
1,4,0,0,0,0.0,0.14285699999999998,7,5,1,37,7,197,33,1089,1089,8.470588000000001,3,8.470588000000001,18774,0.859375,0.509091,27,144,943,7,30,144,850,1,1
0,0,0,0,0,1.0,1.0,1,1,1,1,1,5,1,84,121,1.4,1,1.222222,189,0.875,0.714286,0,11,27,11,23,7,14,9,0
0,0,0,0,0,1.0,0.0,0,1,0,1,1,3,1,84,121,1.4,0,1.222222,189,0.875,0.714286,0,11,27,11,23,7,14,9,0
1,1,0,0,0,1.0,0.8,5,1,4,1,2,15,7,84,121,1.4,4,1.222222,189,0.875,0.714286,1,11,27,11,23,7,14,9,0
0,0,0,0,0,1.0,1.0,1,1,1,1,1,3,3,84,121,1.4,0,1.222222,189,0.875,0.714286,1,11,27,11,23,7,14,9,0
6,10,0,0,0,0.4,0.458333,24,11,11,16,7,167,37,412,464,3.666667,16,3.642857,464,0.813187,0.6190479999999999,14,51,14,23,47,44,12,20,1
1,3,0,0,0,0.4,0.333333,6,3,2,18,7,160,25,690,690,6.428571,3,6.428571,803,0.8205129999999999,0.0,20,90,22,7,39,90,19,7,1
0,0,0,0,0,0.0,0.0,0,0,0,1,1,2,0,13,13,1.0,0,1.0,658,0.0,1.0,0,2,59,1,3,2,59,2,0
0,0,0,0,0,0.0,1.0,1,0,1,1,1,4,1,13,13,1.0,1,1.0,658,0.0,1.0,2,2,59,1,3,2,59,2,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,3,36,36,1.2,0,1.2,658,0.5,1.0,1,6,59,4,11,6,59,5,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,3,36,36,1.2,0,1.2,658,0.5,1.0,2,6,59,4,11,6,59,5,0
3,9,0,0,0,0.0,1.0,1,12,1,7,2,56,12,643,643,5.64,1,5.64,2491,0.84375,1.0,5,141,72,2,27,141,72,6,1
0,0,0,0,0,1.0,0.0,0,12,0,1,1,3,2,643,643,5.64,0,5.64,2491,0.84375,1.0,1,141,72,2,27,141,72,6,0
3,10,0,0,0,0.090909,0.125,16,18,2,89,5,441,29,1837,1837,5.978261,14,5.978261,2491,0.9444440000000001,0.318182,17,275,72,48,102,275,72,24,1
0,0,0,0,0,1.0,0.5,12,0,6,29,10,223,15,681,681,6.538462,11,6.538462,13368,0.666667,0.818182,14,85,1173,35,49,85,972,11,0
1,1,0,0,0,0.875,1.0,5,29,5,1,1,14,9,404,470,1.851852,5,1.7222220000000001,3308,0.812245,0.24242399999999997,1,62,244,42,117,50,188,25,0
4,5,0,0,0,0.583333,0.777778,9,29,7,3,1,15,16,404,470,1.851852,7,1.7222220000000001,3308,0.812245,0.24242399999999997,5,62,244,42,117,50,188,25,0
0,0,0,0,0,1.0,1.0,3,29,3,1,1,14,10,404,470,1.851852,3,1.7222220000000001,3308,0.812245,0.24242399999999997,2,62,244,42,117,50,188,25,0
0,0,0,0,0,1.0,1.0,3,29,3,1,1,13,11,404,470,1.851852,3,1.7222220000000001,3308,0.812245,0.24242399999999997,2,62,244,42,117,50,188,25,0
2,4,0,0,0,0.692308,0.571429,7,4,4,25,3,105,32,164,173,10.0,5,8.2,3308,0.8214290000000001,1.0,16,41,244,8,15,40,188,5,0
0,0,0,0,0,0.13333299999999998,1.0,2,23,2,51,6,346,47,3494,3803,11.469388,2,9.029411999999999,16486,0.8843280000000001,0.512157,32,614,924,58,189,562,681,45,0
1,1,0,0,0,0.5,0.333333,3,26,1,23,6,102,25,1257,1614,6.53125,3,5.018519,16486,0.766038,0.44237600000000005,23,271,924,42,158,209,681,44,0
2,5,0,0,0,0.44444399999999995,0.25,4,28,1,55,7,309,59,1716,1741,10.518519,1,9.896552,3724,0.8901100000000001,0.580087,50,287,150,25,67,284,144,12,0
2,5,0,0,0,0.28571399999999997,0.333333,3,28,1,30,6,367,84,1716,1741,10.518519,0,9.896552,3724,0.8901100000000001,0.580087,77,287,150,25,67,284,144,12,1
7,23,0,0,0,0.11538499999999999,0.32,25,71,8,23,6,135,76,1030,1054,9.45,16,8.347826,10173,0.8272729999999999,0.49090900000000004,42,192,328,51,86,189,301,21,1
6,13,0,0,0,0.181818,0.45,20,119,9,33,8,107,46,2410,2633,13.032258,15,13.0,10173,0.692037,0.501894,26,442,328,140,219,404,301,74,1
6,20,0,0,0,0.28571399999999997,0.529412,17,119,9,26,6,152,76,2410,2633,13.032258,9,13.0,10173,0.692037,0.501894,41,442,328,140,219,404,301,74,1
7,18,2,2,2,0.0,0.565217,23,38,13,57,6,224,54,385,385,26.333333000000003,18,26.333333000000003,2883,0.0,0.0,37,79,67,32,47,79,54,24,1
1,5,0,0,0,0.666667,0.571429,7,87,4,11,8,165,31,3455,3563,12.066667,6,11.575758,3924,0.787716,0.577778,19,382,84,85,161,362,74,42,1
4,12,2,3,4,0.333333,0.5,8,87,4,39,7,646,162,3455,3563,12.066667,4,11.575758,3924,0.787716,0.577778,141,382,84,85,161,362,74,42,1
5,18,2,3,7,0.28,0.5,10,87,5,53,8,673,179,3455,3563,12.066667,5,11.575758,3924,0.787716,0.577778,148,382,84,85,161,362,74,42,1
5,19,2,3,6,0.269231,0.384615,13,87,5,55,8,576,152,3455,3563,12.066667,8,11.575758,3924,0.787716,0.577778,120,382,84,85,161,362,74,42,1
0,0,0,0,0,1.0,1.0,1,22,1,1,1,12,6,419,444,3.047619,1,2.6538459999999997,3186,0.901176,0.463158,2,69,172,23,58,64,112,10,0
0,0,0,0,0,1.0,0.0,0,22,0,1,1,10,6,419,444,3.047619,0,2.6538459999999997,3186,0.901176,0.463158,2,69,172,23,58,64,112,10,0
0,0,0,0,0,0.0,0.0,0,22,0,1,1,6,2,419,444,3.047619,0,2.6538459999999997,3186,0.901176,0.463158,2,69,172,23,58,64,112,10,0
3,39,0,0,0,0.35,0.642857,14,72,9,41,2,239,73,1211,1512,3.157895,14,2.201923,3186,0.95083,0.389404,10,229,172,56,173,180,112,29,1
5,14,0,0,0,0.06666699999999999,0.461538,13,89,6,22,6,105,32,1147,1147,14.636364000000002,9,14.636364000000002,69768,0.0,0.0,14,161,2620,90,427,161,2196,77,1
6,16,0,0,0,0.0,0.578947,19,45,11,26,7,103,29,496,496,9.882353,17,9.882353,69768,0.53125,0.458333,13,168,2620,38,57,168,2196,23,1
8,21,0,0,0,0.0,0.6,20,77,12,25,6,145,40,1261,1261,9.0,17,9.0,69768,0.9523809999999999,0.073529,19,198,2620,77,224,198,2196,57,1
6,13,0,0,0,0.17647100000000002,0.538462,13,408,7,24,6,132,36,5428,5428,6.830882000000001,10,6.830882000000001,69768,0.8481479999999999,0.8285239999999999,16,929,2620,165,369,929,2196,68,1
5,7,0,0,0,0.2,1.0,5,63,5,25,6,122,28,849,1012,3.972222,4,2.5970150000000003,69768,0.972348,0.15625,16,174,2620,42,123,143,2196,36,1
5,11,0,0,0,0.153846,0.666667,6,25,4,26,6,143,26,1544,1606,4.235294000000001,5,3.704918,2931,0.960606,0.23502800000000001,13,226,188,43,110,216,168,21,1
2,11,0,0,0,0.59375,0.5,6,206,3,97,7,429,65,5281,5377,14.083332999999998,6,13.230769,6397,0.9801049999999999,0.218462,34,1032,120,44,132,1014,114,12,1
1,2,0,0,0,0.9047620000000001,0.25,4,5,1,42,7,183,33,1496,1505,8.62069,4,8.366667,2856,0.875332,0.8490030000000001,12,251,130,12,42,250,121,3,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,3,2,160,160,5.5,0,5.5,1993,1.0,1.0,1,22,168,6,10,22,133,3,0
1,33,0,0,0,0.232558,0.225,40,33,9,53,6,129,77,317,327,9.222222,10,8.4,486,0.966667,0.083333,6,84,17,10,50,83,16,11,1
0,0,0,0,0,1.0,1.0,1,28,1,2,1,10,9,199,199,5.0,1,5.0,17417,0.818182,1.0,2,20,425,9,22,20,360,11,0
3,11,0,0,0,0.266667,0.5,6,28,3,2,2,18,20,199,199,5.0,1,5.0,17417,0.818182,1.0,2,20,425,9,22,20,360,11,1
2,8,0,0,0,0.0,1.0,1,28,1,4,2,25,14,199,199,5.0,0,5.0,17417,0.818182,1.0,6,20,425,9,22,20,360,11,1
3,8,0,0,0,0.4,0.4,15,37,6,66,7,251,55,2982,3148,7.651163,5,6.903846000000001,17417,0.9707389999999999,0.283391,29,359,425,55,125,329,360,28,1
0,0,0,0,0,0.0,1.0,1,0,1,1,1,4,1,8,8,1.0,1,1.0,3051,0.0,1.0,1,1,292,1,2,1,282,1,0
0,0,0,0,0,1.0,0.4,5,1,2,1,1,13,7,57,57,1.75,3,1.75,3051,1.0,0.333333,2,7,292,8,33,7,282,9,0
0,0,0,0,0,0.0,1.0,1,1,1,1,1,4,0,57,57,1.75,1,1.75,3051,1.0,0.333333,0,7,292,8,33,7,282,9,0
2,7,0,0,0,0.22222199999999998,0.5,8,18,4,7,3,39,12,1866,1912,3.566667,6,3.5483870000000004,3051,0.9490940000000001,0.623164,1,220,292,96,160,214,282,25,1
1,1,0,0,0,0.8,0.363636,11,8,4,31,6,117,18,498,503,4.235294000000001,8,4.055556,3038,0.958824,0.515152,8,73,153,34,61,72,135,24,0
13,52,3,3,2,0.15872999999999998,0.469388,49,59,23,92,8,394,116,712,796,8.117647,35,5.92,6978,0.939103,0.301471,39,148,383,49,92,138,317,30,1
4,7,0,0,0,0.65,0.545455,22,26,12,22,7,102,35,879,962,3.071429,22,2.958333,6431,0.9376899999999999,0.39946,13,142,456,94,249,129,379,74,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,5,5,16,16,1.0,0,1.0,822,0.0,1.0,1,1,68,0,1,1,66,1,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,27,7,40,40,1.0,0,1.0,822,1.0,1.0,5,2,68,0,2,2,66,0,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,1,89,120,3.8,0,2.75,1815,0.28571399999999997,0.7,1,22,90,0,8,19,86,0,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,4,89,120,3.8,0,2.75,1815,0.28571399999999997,0.7,2,22,90,0,8,19,86,0,0
11,16,2,2,3,0.272727,0.538462,52,22,28,34,6,289,55,605,605,7.6666669999999995,39,7.6666669999999995,8738,0.9285709999999999,1.0,35,69,410,85,127,69,373,41,1
6,31,0,0,0,0.0,0.3,30,61,9,45,7,150,56,660,660,8.928571,21,8.928571,50650,0.993007,1.0,21,125,2992,45,86,125,2231,30,1
0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,57,61,1.0,0,1.0,4694,1.0,0.0,0,5,492,4,9,4,455,2,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,1,1,57,61,1.0,0,1.0,4694,1.0,0.0,0,5,492,4,9,4,455,2,0
3,19,0,0,0,0.05,0.0,0,20,0,13,5,54,24,227,272,1.666667,0,1.75,4694,0.89418,0.263333,4,49,492,16,190,40,455,44,1
2,2,0,0,0,0.5,1.0,2,4,2,8,6,124,6,344,367,2.25,2,2.0,33723,0.933333,0.428571,9,22,2606,14,28,18,2415,19,0
0,0,0,0,0,0.0,0.0,0,8,0,1,1,4,0,440,510,2.111111,0,1.8695650000000001,7166,0.779221,0.785714,0,43,371,9,38,38,299,10,0
0,0,0,0,0,0.0,0.0,0,8,0,1,1,5,1,440,510,2.111111,0,1.8695650000000001,7166,0.779221,0.785714,1,43,371,9,38,38,299,10,0
0,0,0,0,0,1.0,0.0,0,8,0,1,1,11,3,440,510,2.111111,0,1.8695650000000001,7166,0.779221,0.785714,1,43,371,9,38,38,299,10,0
3,4,2,2,1,0.733333,0.692308,13,9,9,6,3,141,37,664,678,2.8823529999999997,9,2.684211,27590,0.91358,0.333333,23,51,1151,23,116,49,961,33,0
3,5,0,0,0,0.375,0.533333,15,5,8,27,6,152,33,371,371,4.375,12,4.375,10542,1.0,0.47618999999999995,22,35,826,14,75,35,754,27,1
0,0,0,0,0,1.0,0.0,0,0,0,1,1,3,2,14,22,1.0,0,1.0,790,0.5,1.0,1,3,69,0,3,2,66,0,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,3,1,14,22,1.0,0,1.0,790,0.5,1.0,0,3,69,0,3,2,66,0,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,1,14,22,1.0,0,1.0,790,0.5,1.0,0,3,69,0,3,2,66,0,0
1,3,0,0,0,0.5,0.625,8,3,5,40,7,325,20,364,364,14.0,5,14.0,1333,1.0,1.0,11,42,95,5,11,42,95,7,0
6,8,0,0,0,0.529412,0.318182,44,13,14,43,9,192,52,776,791,7.789474,36,6.863636,4406,0.938776,0.404412,33,151,278,73,143,148,253,40,1
8,10,2,2,2,0.277778,0.46875,32,16,15,21,6,118,43,449,449,5.25,22,5.25,29751,0.97619,0.047619,22,42,1195,36,71,42,1168,35,1
0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,0,174,214,1.090909,0,1.0714290000000002,214,0.9038459999999999,0.076923,0,15,14,5,19,12,11,4,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,1,174,214,1.090909,0,1.0714290000000002,214,0.9038459999999999,0.076923,0,15,14,5,19,12,11,4,0
0,0,0,0,0,1.0,0.0,0,0,0,1,1,4,1,174,214,1.090909,0,1.0714290000000002,214,0.9038459999999999,0.076923,0,15,14,5,19,12,11,4,0
4,13,0,0,0,0.1875,0.461538,26,0,12,1,3,250,32,333,379,1.0,14,1.0,2750,1.0,0.0,4,9,188,14,120,5,113,28,1
3,11,0,0,0,0.3125,0.333333,33,14,11,29,3,186,34,1489,1600,4.207547,23,3.615385,3146,0.9263389999999999,0.260652,11,235,195,85,166,223,153,26,1
2,10,0,0,0,0.28571399999999997,1.0,1,15,1,5,3,28,18,109,109,5.6666669999999995,1,5.6666669999999995,3053,0.5,1.0,4,17,210,4,30,17,190,8,1
9,13,2,2,1,0.660377,0.38961,77,25,30,248,10,1134,153,2345,2827,13.03125,70,7.898305000000001,14767,0.9692120000000001,0.295238,96,466,554,99,190,417,386,55,1
3,8,0,0,0,0.0,0.363636,11,8,4,12,2,38,15,53,53,8.0,5,8.0,1128,0.0,0.0,7,16,75,7,28,16,74,13,1
2,5,0,0,0,0.166667,0.4,15,5,6,23,6,108,37,609,614,3.9047620000000003,4,3.7727269999999997,3199,0.714286,0.642105,25,83,232,25,69,82,180,16,1
13,27,0,0,0,0.21875,0.376812,69,29,26,25,7,204,84,292,292,7.0,45,7.0,1602,0.8125,1.0,33,35,135,49,79,35,99,31,1
0,0,0,0,0,1.0,0.8888889999999999,9,3,8,10,6,112,30,1078,1541,2.5365849999999996,9,2.2352939999999997,33993,0.964791,0.12903199999999998,25,152,1556,35,163,104,1076,29,0
0,0,0,0,0,0.0,0.0,0,7,0,1,1,4,1,135,135,2.857143,0,2.857143,2768,0.0,0.0,1,20,165,9,20,20,129,9,0
3,6,0,0,0,0.454545,0.464286,28,6,13,23,5,183,34,438,493,4.9,25,3.166667,2768,0.931373,0.736264,22,57,165,32,53,49,129,19,1
2,2,0,0,0,0.75,0.363636,11,10,4,20,8,125,32,1302,1315,3.037736,10,2.963636,32688,0.899782,0.574879,21,163,2040,82,226,161,1771,39,0
7,16,0,0,0,0.058824,0.529412,17,22,9,26,9,175,48,294,294,9.0,16,9.0,32688,1.0,0.166667,30,45,2040,25,35,45,1771,24,1
0,0,0,0,0,1.0,0.0,0,1,0,1,1,6,1,54,54,1.0,0,1.0,4524,1.0,0.0,0,2,247,2,79,2,182,24,0
1,1,0,0,0,0.0,1.0,3,1,3,1,1,7,3,54,54,1.0,2,1.0,4524,1.0,0.0,2,2,247,2,79,2,182,24,0
0,0,0,0,0,1.0,1.0,1,5,1,1,1,21,18,322,533,3.5,1,1.7241380000000002,4524,0.96131,0.259259,0,50,247,16,110,28,182,22,0
0,0,0,0,0,1.0,0.714286,7,4,5,32,6,101,13,1454,1508,7.575758,7,7.342857,4738,0.8597290000000001,0.462185,8,257,149,47,121,250,135,32,0
3,14,0,0,0,0.0,0.5,4,14,2,40,6,248,62,314,314,15.666667000000002,3,15.666667000000002,425,0.0,1.0,50,47,8,3,7,47,7,3,1
0,0,0,0,0,1.0,0.0,0,6,0,1,1,3,2,94,94,1.3157889999999999,0,1.3157889999999999,94,1.0,0.006536,1,25,19,7,28,25,19,25,0
11,26,2,2,2,0.365854,0.470588,34,62,16,58,4,206,53,718,718,16.272727,24,16.272727,32189,1.0,0.13333299999999998,12,179,1188,76,168,179,1182,36,1
8,20,2,2,2,0.487179,0.333333,39,59,13,16,3,103,58,774,802,4.466667,21,4.3333330000000005,32189,0.9247690000000001,0.251232,13,143,1188,76,145,134,1182,32,1
6,41,3,3,1,0.229167,0.25,24,243,6,150,6,381,77,6373,6957,8.064171,10,7.109649,85061,0.9876,0.092497,29,1621,4912,194,500,1508,3633,67,1
6,15,0,0,0,0.06666699999999999,0.5,24,15,12,35,7,126,34,164,184,8.0,17,4.888889,7575,0.958333,0.28571399999999997,18,44,208,21,37,40,153,15,1
0,0,0,0,0,1.0,0.0,0,1,0,1,1,5,4,16,22,1.0,0,1.0,12585,0.833333,1.0,2,3,454,0,4,2,428,2,0
0,0,0,0,0,1.0,0.0,0,1,0,1,1,4,2,16,22,1.0,0,1.0,12585,0.833333,1.0,1,3,454,0,4,2,428,2,0
1,4,0,0,0,0.818182,0.666667,12,62,8,15,6,128,31,1163,1183,5.9565220000000005,7,5.56,2515,0.975833,0.437229,7,139,81,61,196,137,75,58,0
4,9,2,2,1,0.608696,0.4,25,62,10,21,7,157,48,1163,1183,5.9565220000000005,16,5.56,2515,0.975833,0.437229,23,139,81,61,196,137,75,58,1
0,0,0,0,0,1.0,1.0,1,0,1,2,2,7,4,119,119,2.142857,1,2.142857,6452,0.666667,0.666667,3,15,240,4,11,15,203,3,0
0,0,0,0,0,1.0,1.0,1,0,1,1,1,4,4,119,119,2.142857,1,2.142857,6452,0.666667,0.666667,3,15,240,4,11,15,203,3,0
0,0,0,0,0,0.0,0.25,4,0,1,30,5,161,20,426,426,6.875,4,6.875,6452,0.828571,0.75,21,55,240,6,14,55,203,3,0
0,0,0,0,0,1.0,0.8,5,19,4,15,7,104,27,1851,2009,4.925,4,4.137255000000001,6452,0.955,0.511837,23,211,240,41,106,197,203,13,0
1,4,0,0,0,0.84,0.363636,11,12,4,30,6,193,37,832,852,20.375,11,16.5,10793,0.684211,0.8,12,165,426,47,58,163,254,11,0
0,0,0,0,0,0.0,1.0,1,1,1,1,1,5,0,31,31,1.333333,1,1.333333,277,0.0,0.0,0,4,18,4,41,4,17,10,0
1,1,0,0,0,1.0,0.75,4,1,3,2,2,5,2,31,31,1.333333,2,1.333333,277,0.0,0.0,0,4,18,4,41,4,17,10,0
1,1,0,0,0,1.0,0.75,4,1,3,1,1,5,2,31,31,1.333333,3,1.333333,277,0.0,0.0,1,4,18,4,41,4,17,10,0
0,0,0,0,0,0.0,0.6,5,0,3,78,7,388,23,441,441,21.75,5,21.75,1563,0.0,0.0,23,87,37,5,9,87,36,3,0
1,1,0,0,0,0.666667,1.0,2,0,2,2,2,8,6,25,25,3.0,2,3.0,912,1.0,1.0,3,6,80,5,7,6,79,47,0
0,0,0,0,0,1.0,0.666667,3,0,2,4,3,11,3,25,25,3.0,3,3.0,912,1.0,1.0,2,6,80,5,7,6,79,47,0
0,0,0,0,0,1.0,1.0,2,1,2,86,10,245,40,755,755,10.818182,2,10.818182,11909,0.9650790000000001,1.0,34,238,780,13,35,238,753,3,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,1,7,7,1.0,0,1.0,43,0.0,1.0,1,1,8,0,1,1,8,0,0
0,0,0,0,0,0.0,0.0,0,0,0,1,1,3,0,18,18,1.0,0,1.0,43,0.0,1.0,0,4,8,0,4,4,8,0,0
14,28,0,0,0,0.348837,0.666667,24,28,16,32,4,176,59,272,272,7.8,9,7.8,272,0.953125,1.0,16,39,5,17,37,39,5,25,1
2,7,0,0,0,0.0,0.454545,22,7,10,19,6,108,29,115,115,10.0,20,10.0,989,0.0,1.0,22,20,25,20,24,20,25,13,1
0,0,0,0,0,0.0,1.0,1,8,1,1,1,4,1,323,323,4.4545449999999995,1,4.4545449999999995,323,0.96,0.22222199999999998,1,49,16,29,137,49,16,26,0
0,0,0,0,0,0.0,0.0,0,8,0,1,1,8,0,323,323,4.4545449999999995,0,4.4545449999999995,323,0.96,0.22222199999999998,0,49,16,29,137,49,16,26,0
0,0,0,0,0,1.0,1.0,3,8,3,3,2,20,11,323,323,4.4545449999999995,3,4.4545449999999995,323,0.96,0.22222199999999998,5,49,16,29,137,49,16,26,0
1,2,0,0,0,0.666667,0.8,5,8,4,2,2,21,10,323,323,4.4545449999999995,3,4.4545449999999995,323,0.96,0.22222199999999998,3,49,16,29,137,49,16,26,0
5,11,2,2,2,0.266667,0.35897399999999996,39,14,14,39,6,339,59,394,404,5.222222,27,4.4545449999999995,2516,0.9,0.177778,44,49,212,31,56,47,168,17,1
1,1,0,0,0,0.666667,1.0,3,5,3,2,2,13,5,65,65,3.333333,2,3.333333,206,0.8,0.6,2,20,17,4,11,20,17,5,0
