MAXNESTING_method,CYCLO_method,NOLV_method,LOC_method,NOAV_method,CDISP_method,FDP_method,CFNAMM_method,CINT_method,MaMCL_method,CLNAMM_method,NMCS_method,FANOUT_method,MeMCL_method,AMWNAMM_type,AMW_type,LAA_method,LOCNAMM_type,LOC_type,WMCNAMM_type,LOC_package,LCOM5_type,ATFD_method,WMC_type,NOP_method,TCC_type,NOM_package,NOMNAMM_package,ATLD_method,number_final_not_static_methods,CFNAMM_type,ATFD_type,number_final_methods,is_long_method
1,1,1,4,1,1.0,0,1,1,0,0,0,1,0,1.0,1.0,0.0,21,21,2,3130,0.0,0,2,1,1.0,157,143,0,0,2,0,0,0
1,1,0,3,1,1.0,0,1,1,0,0,0,1,0,1.0,1.0,1.0,21,21,2,3130,0.0,0,2,0,1.0,157,143,1,0,2,0,0,0
1,1,0,3,0,1.0,0,1,1,0,0,0,1,0,1.0,1.0,0.0,31,31,3,3130,1.0,0,3,0,0.0,157,143,0,0,1,1,0,0
7,22,14,114,30,1.0,1,1,1,0,0,0,1,0,8.333333,6.142857,0.875,255,356,25,1832,1.0,2,43,2,1.0,161,127,14,0,2,0,1,1
1,1,1,3,2,0.0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,24,24,4,3219,0.0,0,4,1,1.0,549,471,1,0,1,0,0,0
2,3,5,15,6,1.0,0,1,1,0,0,0,1,0,2.0,2.0,1.0,24,24,4,3219,0.0,0,4,1,1.0,549,471,1,0,1,0,0,0
1,1,0,3,0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,58,58,11,3219,0.0,0,11,0,0.0,549,471,0,0,0,0,0,0
3,7,1,19,8,0.8,3,3,5,2,0,3,4,2,3.125,3.0,0.14285699999999998,169,174,50,5633,0.875,7,51,1,0.14285699999999998,510,458,1,0,16,13,0,0
3,5,3,26,13,0.2,1,1,5,0,3,0,1,0,6.518325,6.4947919999999995,0.166667,2993,3001,1245,5347,0.7428739999999999,5,1247,1,0.950926,264,260,1,183,56,55,184,0
6,39,25,164,46,0.5,4,16,26,0,2,0,13,0,5.24,3.947368,0.22222199999999998,637,745,131,2074,0.926868,14,150,2,0.327635,207,145,4,0,49,21,0,1
1,1,11,124,46,0.0,0,0,0,0,2,0,0,0,1.660377,1.52809,1.0,1633,2078,88,12877,0.959583,0,136,2,0.11512599999999999,545,400,35,0,4,3,0,0
1,1,0,3,0,0.0,0,0,0,0,0,0,0,0,1.660377,1.52809,0.0,1633,2078,88,12877,0.959583,0,136,0,0.11512599999999999,545,400,0,0,4,3,0,0
3,9,32,722,98,1.0,1,3,3,0,8,0,3,0,1.660377,1.52809,0.984848,1633,2078,88,12877,0.959583,1,136,0,0.11512599999999999,545,400,65,0,4,3,0,0
1,1,1,4,33,1.0,1,0,1,0,0,0,1,0,1.507937,1.290909,0.032257999999999995,1312,1834,95,12877,0.9688629999999999,30,142,1,0.142318,545,400,1,0,11,33,0,0
2,2,1,29,12,0.44444399999999995,3,7,9,2,0,1,4,2,2.0,2.0,0.0,31,31,2,713,0.0,10,2,0,1.0,67,49,0,0,7,10,0,0
1,2,2,6,6,1.0,0,1,1,0,0,0,1,0,13.0,13.0,1.0,129,129,26,348,1.0,0,26,2,1.0,18,18,4,0,2,0,0,0
3,8,1,21,12,0.857143,3,4,7,0,1,0,6,0,2.75,2.363636,0.181818,320,353,22,935,0.78,9,26,1,0.428571,68,56,2,0,13,13,0,0
2,2,1,7,1,0.0,0,0,0,0,0,0,0,0,5.541494,5.460285,0.0,6929,6989,2671,10474,0.9796440000000001,0,2681,1,0.8633719999999999,596,583,0,112,10,6,112,0
1,1,0,3,0,0.0,0,0,0,0,1,0,0,0,5.541494,5.460285,0.0,6929,6989,2671,10474,0.9796440000000001,0,2681,0,0.8633719999999999,596,583,0,112,10,6,112,0
1,1,0,3,0,0.0,0,0,0,0,1,0,0,0,5.541494,5.460285,0.0,6929,6989,2671,10474,0.9796440000000001,0,2681,0,0.8633719999999999,596,583,0,112,10,6,112,0
1,1,1,4,2,0.0,0,0,0,0,1,0,0,0,4.263158,4.1,1.0,1100,1127,162,1238,0.9638690000000001,0,164,1,0.42674300000000004,49,46,1,0,34,14,0,0
2,1,2,49,4,1.0,0,1,1,0,1,0,1,0,4.263158,4.1,1.0,1100,1127,162,1238,0.9638690000000001,0,164,0,0.42674300000000004,49,46,2,0,34,14,0,0
3,2,3,24,6,1.0,0,1,1,0,0,0,1,0,4.263158,4.1,1.0,1100,1127,162,1238,0.9638690000000001,0,164,0,0.42674300000000004,49,46,4,0,34,14,0,0
4,41,59,244,84,0.466667,3,8,15,0,6,0,7,0,4.263158,4.1,0.578947,1100,1127,162,1238,0.9638690000000001,8,164,1,0.42674300000000004,49,46,11,0,34,14,0,1
8,41,14,176,21,0.227273,2,15,22,0,5,0,5,0,4.263158,4.1,0.14285699999999998,1100,1127,162,1238,0.9638690000000001,6,164,1,0.42674300000000004,49,46,1,0,34,14,0,1
8,16,22,163,56,0.290323,6,18,31,0,4,0,9,0,3.194915,2.770701,0.333333,3392,3877,377,12094,0.9896450000000001,18,435,2,0.24011,560,469,9,0,181,43,0,1
1,1,0,1,1,0.0,0,0,0,0,0,0,0,0,5.2,3.4444440000000003,1.0,161,177,26,1005,0.953571,0,31,0,0.535714,38,30,1,0,0,0,0,0
1,1,0,1,1,0.0,0,0,0,0,0,0,0,0,5.2,3.4444440000000003,1.0,161,177,26,1005,0.953571,0,31,0,0.535714,38,30,1,0,0,0,0,0
1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,5.2,3.4444440000000003,1.0,161,177,26,1005,0.953571,0,31,0,0.535714,38,30,2,0,0,0,0,0
3,7,9,39,16,0.333333,2,4,6,0,0,0,2,0,5.6666669999999995,5.6666669999999995,0.0,142,142,17,1005,0.0,8,17,1,0.0,38,30,0,0,8,11,0,0
3,4,7,30,8,0.0,0,0,0,0,1,0,0,0,3.0,3.0,1.0,269,269,24,269,0.857143,0,24,1,1.0,8,8,1,2,1,0,3,0
4,7,11,58,11,0.0,0,0,0,0,3,0,0,0,3.0,3.0,1.0,269,269,24,269,0.857143,0,24,3,1.0,8,8,1,2,1,0,3,0
1,2,2,6,2,0.0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,269,269,24,269,0.857143,0,24,1,1.0,8,8,0,2,1,0,3,0
2,3,7,18,6,0.0,0,0,0,0,0,0,0,0,4.555556,4.272727,0.0,337,382,41,382,1.0,0,47,3,0.0,11,9,0,0,0,0,0,0
7,48,37,210,62,0.428571,7,9,14,0,2,0,6,0,8.1,8.1,0.16,517,517,81,5337,0.730159,21,81,2,1.0,130,124,4,0,15,29,0,1
6,13,25,156,40,0.357143,3,9,14,0,3,0,5,0,4.0,4.0,0.214286,224,224,20,5337,1.0,11,20,2,1.0,130,124,3,0,10,13,0,1
1,1,0,3,0,0.0,0,0,0,0,0,0,0,0,3.3,3.090909,0.0,322,330,33,4505,0.85,0,34,0,0.6190479999999999,221,181,0,0,20,1,0,0
1,1,1,5,5,0.75,2,2,4,0,0,0,3,0,3.3,3.090909,0.666667,322,330,33,4505,0.85,2,34,1,0.6190479999999999,221,181,2,0,20,1,0,0
7,25,27,138,30,0.25,1,3,4,0,0,0,1,0,10.142857000000001,9.0,0.0,517,525,71,2496,0.9523809999999999,1,72,2,0.333333,76,46,0,0,8,5,0,1
1,1,0,2,0,0.0,0,0,0,0,0,0,0,0,1.2,1.4285709999999998,0.0,68,98,6,1207,0.666667,0,10,0,1.0,69,50,0,0,4,0,0,0
1,1,2,3,2,0.0,0,0,0,0,1,0,0,0,1.2,1.4285709999999998,0.0,68,98,6,1207,0.666667,0,10,2,1.0,69,50,0,0,4,0,0,0
1,1,3,3,3,1.0,0,1,1,0,0,0,1,0,1.2,1.4285709999999998,0.0,68,98,6,1207,0.666667,0,10,3,1.0,69,50,0,0,4,0,0,0
4,36,27,153,31,0.5,0,8,8,0,5,0,4,0,5.714286,5.714286,1.0,612,612,80,1393,0.967949,0,80,2,0.309091,65,50,2,0,15,0,0,1
3,5,6,20,12,0.125,1,1,8,0,1,0,1,0,2.923077,2.923077,0.0,280,280,38,2794,0.0,7,38,1,0.0,60,46,0,0,4,7,0,0
1,1,2,4,2,1.0,0,1,1,0,0,0,1,0,1.333333,1.2,0.0,15,26,4,87,0.75,0,6,2,0.2,17,12,0,0,1,1,0,0
1,2,2,6,3,0.0,0,0,0,0,0,0,0,0,1.333333,1.2,1.0,15,26,4,87,0.75,0,6,1,0.2,17,12,1,0,1,1,0,0
2,8,7,27,15,0.470588,4,14,17,0,1,0,8,0,4.6,4.6,0.28571399999999997,92,92,23,252,0.5,5,23,2,0.333333,19,17,2,0,26,7,0,0
1,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,6,6,1,2888,0.0,0,1,0,1.0,235,235,0,0,0,0,0,0
1,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,6,6,1,2888,0.0,0,1,0,1.0,235,235,0,0,0,0,0,0
1,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,6,6,1,2888,0.0,0,1,0,1.0,235,235,0,0,0,0,0,0
7,69,27,438,34,0.0,0,0,0,0,1,0,0,0,13.545454999999999,13.545454999999999,1.0,947,947,149,5531,0.7625,0,149,0,0.6,246,237,7,0,7,2,0,1
6,21,16,111,19,0.5,1,4,4,0,1,0,2,0,3.8484849999999997,3.771429,0.666667,724,754,127,1466,0.45588199999999995,1,132,4,0.8787879999999999,79,77,2,0,11,3,0,1
1,2,3,11,6,0.0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,40,40,4,40,1.0,3,4,3,1.0,2,2,0,0,1,3,0,0
1,2,1,7,4,1.0,1,1,1,0,0,0,1,0,2.0,2.0,0.0,40,40,4,40,1.0,3,4,1,1.0,2,2,0,0,1,3,0,0
1,1,1,3,1,1.0,0,1,1,0,0,0,1,0,5.8,5.8,0.0,214,214,29,1004,0.0,0,29,1,1.0,41,41,0,0,27,25,0,0
2,2,3,22,2,1.0,0,1,1,0,0,0,1,0,3.428571,3.428571,0.0,151,151,24,473,0.0,0,24,2,0.0,32,32,0,0,16,3,0,0
1,1,1,3,0,1.0,0,1,1,0,0,0,1,0,3.428571,3.428571,0.0,151,151,24,473,0.0,0,24,1,0.0,32,32,0,0,16,3,0,0
1,1,2,3,1,1.0,0,1,1,0,0,0,1,0,3.428571,3.428571,0.0,151,151,24,473,0.0,0,24,2,0.0,32,32,0,0,16,3,0,0
2,2,3,10,21,1.0,1,0,2,0,0,0,2,0,1.818182,2.214286,0.17647100000000002,261,319,20,903,0.86014,11,31,1,1.0,52,44,3,0,15,12,0,0
11,39,18,171,31,0.294118,4,10,17,2,5,5,5,2,4.555556,3.7826089999999994,0.230769,405,430,82,1082,0.921488,10,87,0,0.385714,69,54,3,0,12,10,0,1
10,33,9,121,30,0.3125,2,7,16,2,1,2,5,2,6.225,5.953488,0.9444440000000001,1348,1400,249,3417,0.9444440000000001,8,256,1,0.340244,181,161,17,0,89,34,0,1
1,1,0,5,1,0.0,0,0,0,0,0,0,0,0,1.0,1.285714,1.0,45,79,3,467,0.777778,0,9,0,0.23809499999999997,20,16,1,0,0,0,0,0
1,3,1,9,3,0.0,0,0,0,0,0,0,0,0,1.0,1.285714,1.0,45,79,3,467,0.777778,0,9,1,0.23809499999999997,20,16,2,0,0,0,0,0
1,1,1,5,2,0.0,0,0,0,0,0,0,0,0,1.0,1.285714,1.0,45,79,3,467,0.777778,0,9,1,0.23809499999999997,20,16,1,0,0,0,0,0
4,7,15,137,17,0.666667,0,3,3,0,0,0,2,0,3.0,3.0,0.0,233,233,15,467,0.75,0,15,0,0.333333,20,16,0,0,5,0,0,0
8,25,24,235,32,0.333333,3,4,12,0,0,0,4,0,25.0,25.0,0.0,239,239,25,1875,0.0,10,25,0,1.0,65,40,0,0,4,10,0,1
9,21,19,177,20,0.44444399999999995,0,9,9,0,0,0,4,0,12.5,12.5,0.0,1405,1405,25,2029,1.0,0,25,1,0.0,54,39,0,0,18,2,0,1
4,7,7,77,22,0.388889,4,8,18,2,0,3,7,2,4.142857,3.4,0.090909,2297,2396,87,7792,0.9729059999999999,10,102,1,0.073892,230,163,1,0,46,15,0,0
6,12,14,120,15,0.666667,0,3,3,0,3,0,2,0,4.0625,4.0625,1.0,625,625,65,12350,0.933333,0,65,4,0.05714299999999999,880,591,1,0,11,2,0,1
7,21,26,193,27,0.4,0,10,10,0,0,0,4,0,12.0,12.0,1.0,1280,1280,24,1908,1.0,0,24,5,0.0,62,40,1,0,15,3,0,1
7,20,13,177,35,0.1,2,5,20,1,0,1,2,1,5.5,5.5,0.428571,305,305,33,4016,0.95,9,33,4,0.6,326,203,6,0,6,9,0,1
1,1,3,6,7,0.333333,1,1,3,0,0,0,1,0,1.0,1.0,0.0,14,14,2,608,0.0,2,2,2,0.0,50,40,0,0,2,3,0,0
1,1,2,3,3,1.0,1,1,1,0,0,0,1,0,1.0,1.0,0.0,14,14,2,608,0.0,1,2,2,0.0,50,40,0,0,2,3,0,0
1,1,7,22,7,0.0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,60,60,6,608,0.0,0,6,1,0.0,50,40,0,0,0,0,0,0
3,13,10,47,27,0.333333,1,2,6,0,9,0,2,0,2.818182,2.666667,0.07142899999999999,176,181,31,181,0.363636,13,32,4,1.0,12,11,1,0,12,22,0,0
1,1,2,13,22,0.352941,3,6,17,2,0,1,6,2,1.818182,1.6,0.153846,145,181,20,1021,0.571429,11,24,1,0.8,69,55,2,0,18,20,0,0
8,47,50,363,91,0.30952399999999997,7,14,42,2,4,3,13,2,7.5,3.6,0.177778,531,600,60,1559,0.947368,32,72,4,0.161905,88,40,8,0,18,32,0,1
6,20,29,136,40,0.28571399999999997,2,8,14,0,3,0,4,0,6.1666669999999995,4.875,0.6,261,281,37,1559,0.9107139999999999,4,39,4,0.666667,88,40,6,0,9,4,0,1
7,23,21,127,66,0.363636,7,17,44,2,3,3,16,2,4.913793,4.026667,0.151515,1767,1890,285,2701,0.926126,28,302,4,0.40289899999999995,156,126,5,0,103,110,0,1
7,26,22,142,69,0.347826,7,18,46,2,3,2,16,2,4.913793,4.026667,0.171429,1767,1890,285,2701,0.926126,29,302,3,0.40289899999999995,156,126,6,0,103,110,0,1
6,15,23,157,112,0.077922,6,22,77,2,0,2,6,2,4.5,2.555556,0.103448,186,227,18,1616,0.895833,52,23,4,0.178571,84,51,6,0,22,52,0,1
7,17,21,139,47,0.533333,7,17,30,0,3,0,16,0,4.1666669999999995,2.266667,0.2,213,285,25,5595,0.887755,16,34,6,0.252747,278,171,4,0,24,23,0,1
7,26,17,160,44,0.21739099999999997,4,11,23,2,2,1,5,2,7.0,5.6666669999999995,0.153846,304,320,49,5595,0.875,22,51,4,0.666667,278,171,4,0,12,22,0,1
8,54,40,391,99,0.375,11,18,48,3,6,5,18,2,6.818182000000001,5.0,0.125,573,613,75,5595,0.922222,42,80,6,0.22222199999999998,278,171,6,0,28,54,0,1
1,1,1,4,2,0.0,0,0,0,0,0,0,0,0,1.666667,1.666667,1.0,31,31,5,2473,0.5,0,5,1,1.0,226,215,1,0,3,0,0,0
2,2,1,7,2,1.0,0,2,2,0,0,0,2,0,1.666667,1.666667,1.0,31,31,5,2473,0.5,0,5,1,1.0,226,215,1,0,3,0,0,0
2,2,1,7,2,1.0,0,2,2,0,0,0,2,0,1.666667,1.666667,1.0,31,31,5,2473,0.5,0,5,1,1.0,226,215,1,0,3,0,0,0
1,7,6,32,13,1.0,3,1,1,0,0,0,1,0,1.909091,1.909091,0.2,127,127,21,2473,0.9,8,21,5,0.027777999999999997,226,215,2,0,8,8,0,0
2,19,6,29,22,0.0,2,0,0,0,0,0,0,0,3.615385,3.615385,0.1,184,184,47,2473,0.541667,18,47,5,0.681818,226,215,2,0,11,31,0,0
6,36,24,241,33,0.5,0,4,4,0,5,0,2,0,6.9166669999999995,6.9166669999999995,1.0,713,713,83,713,0.977273,0,83,0,0.7,16,16,9,0,8,0,0,1
3,3,3,14,3,0.0,0,0,0,0,0,0,0,0,3.277778,3.277778,0.0,818,818,118,1401,0.985714,0,118,1,0.0017829999999999999,74,64,0,0,2,0,2,0
1,1,1,3,1,0.0,0,0,0,0,1,0,0,0,3.277778,3.277778,0.0,818,818,118,1401,0.985714,0,118,1,0.0017829999999999999,74,64,0,0,2,0,2,0
2,2,2,11,2,0.0,0,0,0,0,0,0,0,0,3.277778,3.277778,0.0,818,818,118,1401,0.985714,0,118,2,0.0017829999999999999,74,64,0,0,2,0,2,0
3,17,18,91,19,0.0,0,0,0,0,0,0,0,0,4.428571,4.428571,1.0,283,283,31,1401,1.0,0,31,8,1.0,74,64,1,0,0,0,0,1
4,6,4,46,23,0.294118,3,7,17,2,1,8,5,2,2.4,2.0,0.2,91,101,12,1185,0.916667,13,14,0,0.666667,109,47,3,0,11,13,0,0
6,15,21,95,54,0.266667,2,14,30,0,0,0,8,0,3.818182,3.818182,0.14285699999999998,434,434,42,1056,0.8,18,42,5,1.0,24,24,3,0,35,20,0,1
6,29,27,228,32,0.43333299999999997,2,27,30,0,2,0,13,0,5.857143,5.857143,0.4,787,787,82,4044,0.8846149999999999,3,82,4,0.857143,181,161,2,0,44,8,0,1
7,19,14,106,40,0.269231,5,6,26,0,3,0,7,0,5.25,5.25,0.05,267,267,42,516,1.0,19,42,4,1.0,56,14,1,0,15,23,0,1
1,1,0,2,0,0.0,0,0,0,0,0,0,0,0,4.142857,4.142857,0.0,230,230,29,9721,0.666667,0,29,0,1.0,166,165,0,0,24,11,0,0
2,2,5,16,7,0.833333,1,6,6,0,0,0,5,0,4.142857,4.142857,1.0,230,230,29,9721,0.666667,1,29,1,1.0,166,165,1,0,24,11,0,0
2,3,11,33,14,0.7,2,10,10,0,0,0,7,0,4.142857,4.142857,1.0,230,230,29,9721,0.666667,2,29,1,1.0,166,165,1,0,24,11,0,0
3,4,11,36,21,0.529412,4,14,17,0,0,0,9,0,4.142857,4.142857,0.2,230,230,29,9721,0.666667,7,29,1,1.0,166,165,1,0,24,11,0,0
2,7,10,43,17,0.6153850000000001,3,13,13,0,0,0,8,0,4.142857,4.142857,0.2,230,230,29,9721,0.666667,7,29,1,1.0,166,165,1,0,24,11,0,0
3,18,20,135,35,0.458333,4,20,24,0,0,0,11,0,5.555556,5.555556,0.125,429,429,50,9721,0.78125,13,50,3,0.642857,166,165,1,0,57,36,0,1
6,33,54,271,89,0.28571399999999997,5,32,49,0,0,0,14,0,11.6,11.6,0.178571,474,474,58,9721,0.7,31,58,2,0.833333,166,165,5,0,39,35,0,1
3,15,27,102,48,0.5,4,15,24,0,0,0,12,0,5.3333330000000005,5.3333330000000005,0.2,867,867,80,9721,0.704082,13,80,2,0.692308,166,165,3,0,66,33,0,1
6,20,22,115,67,0.235294,6,13,34,0,1,0,8,0,5.090909,5.090909,0.034483,323,323,56,6260,1.0,22,56,5,0.022222,600,492,1,0,26,37,0,1
1,1,3,7,7,1.0,1,3,4,0,0,0,4,0,1.454545,1.478261,1.0,276,293,32,5688,0.9494950000000001,1,34,2,0.380952,377,334,3,0,11,1,0,0
1,1,1,7,2,1.0,0,1,1,0,0,0,1,0,1.454545,1.478261,1.0,276,293,32,5688,0.9494950000000001,0,34,1,0.380952,377,334,1,0,11,1,0,0
3,6,1,31,6,1.0,1,1,1,0,3,0,1,0,1.454545,1.478261,0.75,276,293,32,5688,0.9494950000000001,1,34,0,0.380952,377,334,3,0,11,1,0,0
6,30,17,125,32,0.5,1,12,12,0,3,0,6,0,5.5,5.153846,0.9285709999999999,402,410,66,754,0.967593,1,67,2,0.666667,39,32,13,0,15,4,0,1
6,40,21,118,35,0.388889,1,16,18,0,1,0,7,0,7.090909,7.090909,0.923077,456,456,78,503,0.992308,1,78,6,0.054545,15,15,12,0,29,3,0,1
1,1,1,54,38,1.0,3,20,21,0,0,0,21,0,2.125,2.0,0.081081,598,604,17,7192,0.8875,34,18,1,0.464286,494,424,3,0,25,5,0,0
1,1,0,3,0,1.0,0,1,1,0,0,0,1,0,1.0,1.0,0.0,5,5,1,264,0.0,0,1,0,1.0,25,24,0,0,1,0,0,0
1,1,2,4,4,0.0,0,0,0,0,0,0,0,0,2.0,1.8,1.0,34,39,8,264,1.0,0,9,2,0.0,25,24,2,0,0,0,0,0
2,2,1,6,2,0.0,0,0,0,0,2,0,0,0,2.0,1.8,0.0,34,39,8,264,1.0,0,9,1,0.0,25,24,0,0,0,0,0,0
3,15,17,99,44,0.266667,1,6,15,0,1,0,4,0,3.692308,3.692308,0.214286,425,425,48,1144,0.9444440000000001,11,48,4,0.0,66,59,3,0,15,21,0,1
3,21,2,45,23,1.0,3,1,3,2,18,1,3,2,3.32,3.32,0.095238,474,474,83,2524,0.916667,19,83,1,0.213439,164,155,2,0,6,19,0,0
7,27,12,101,22,0.44444399999999995,2,17,18,0,0,0,8,0,27.0,27.0,0.8888889999999999,131,131,27,3878,0.0,2,27,2,1.0,507,372,8,0,17,2,0,1
1,1,0,3,0,1.0,0,1,1,0,0,0,1,0,1.111111,1.111111,0.0,82,82,10,921,0.0,0,10,0,0.0,95,79,0,0,3,1,0,0
1,1,0,3,0,0.0,0,0,0,0,0,0,0,0,1.111111,1.111111,0.0,82,82,10,921,0.0,0,10,0,0.0,95,79,0,0,3,1,0,0
1,1,0,3,0,0.0,0,0,0,0,0,0,0,0,1.111111,1.111111,0.0,82,82,10,921,0.0,0,10,0,0.0,95,79,0,0,3,1,0,0
4,7,10,41,14,0.6,2,4,5,0,1,0,3,0,3.5,3.5,0.666667,93,93,14,3705,0.0,2,14,1,0.0,271,240,2,0,11,2,0,0
1,1,0,37,0,1.0,0,1,1,0,0,0,1,0,1.0,1.0,0.0,44,44,2,75,0.0,0,2,0,0.0,6,6,0,0,1,0,0,0
4,12,14,51,22,0.636364,1,10,11,0,4,0,7,0,5.555556,5.555556,0.0,312,312,50,1295,1.0,6,50,1,0.6,78,74,0,0,28,10,0,0
1,4,1,16,10,0.5,1,2,2,0,0,0,1,0,2.5,1.6,0.333333,40,68,5,453,1.0,6,8,1,0.0,35,20,3,0,4,3,0,0
1,1,1,3,2,1.0,1,2,2,0,0,0,2,0,2.5,1.6,0.0,40,68,5,453,1.0,1,8,1,0.0,35,20,0,0,4,3,0,0
1,1,1,3,2,1.0,1,1,1,0,0,0,1,0,2.5,1.6,0.0,40,68,5,453,1.0,1,8,1,0.0,35,20,0,0,4,3,0,0
1,1,0,3,1,1.0,1,1,1,0,0,0,1,0,2.5,1.6,0.0,40,68,5,453,1.0,1,8,0,0.0,35,20,0,0,4,3,0,0
3,8,13,57,26,0.333333,3,9,18,0,9,0,6,0,4.363636,4.363636,0.090909,531,531,96,3513,1.0,10,96,4,0.175,212,154,1,0,29,26,0,0
8,16,21,103,30,0.428571,1,5,7,0,4,0,3,0,8.0,8.0,0.428571,442,442,80,608,1.0,2,80,1,1.0,24,21,3,0,9,2,0,1
3,12,8,33,20,0.6,4,5,5,0,0,0,3,0,7.1666669999999995,6.285714,0.083333,331,341,86,1328,0.9615379999999999,11,88,1,0.090909,72,62,1,0,15,34,0,0
6,11,21,150,44,1.0,0,1,1,0,7,0,1,0,7.785714,7.6666669999999995,1.0,1421,1458,109,11055,0.8401360000000001,0,115,5,1.0,293,277,13,0,1,0,0,1
8,23,24,217,45,1.0,0,1,1,0,5,0,1,0,7.785714,7.6666669999999995,1.0,1421,1458,109,11055,0.8401360000000001,0,115,5,1.0,293,277,11,0,1,0,0,1
6,101,74,345,149,0.207792,10,55,77,0,4,0,16,0,7.117647,5.171053,0.048780000000000004,2147,2345,363,73431,0.9610879999999999,35,393,5,0.405045,3557,2644,2,0,227,163,0,1
7,26,33,115,54,0.377778,4,40,45,0,9,0,17,0,2.44,2.194286,0.294118,2282,3107,305,73431,0.950944,12,384,8,0.610066,3557,2644,5,1,119,80,1,1
9,38,25,150,54,0.48571400000000003,6,27,35,0,2,0,17,0,8.28,7.216667,0.190476,2411,2573,414,73431,0.9678549999999999,15,433,4,0.624916,3557,2644,4,0,134,153,0,1
6,35,14,110,28,0.0,0,0,0,0,1,0,0,0,7.08,6.5,1.0,1109,1137,177,73431,0.9182629999999999,0,182,5,0.6,3557,2644,11,0,3,0,1,1
7,49,29,223,81,0.18918900000000002,6,15,37,3,4,2,7,3,8.0,6.529412000000001,0.146341,562,611,104,73431,0.859375,35,111,5,0.409524,3557,2644,6,0,29,48,0,1
