NOP_method,NOLV_method,AMW_type,LOCNAMM_type,LOC_type,CFNAMM_type,AMWNAMM_type,LCOM5_type,NOAV_method,TCC_type,LOC_package,NIM_type,NOM_package,NOMNAMM_package,RFC_type,LOC_method,WMC_type,WMCNAMM_type,NOCS_package,ATLD_method,CDISP_method,NOM_type,is_long_parameters_list
5,6,2.0,26,26,0,2.0,1.0,5.0,1.0,6579,547.0,256,193,2,18,4,4,153,1.0,0.0,2,1
3,3,1.25,178,178,40,1.25,0.896103896,9.0,0.46666666700000003,6579,539.0,256,193,12,13,10,10,153,6.0,0.0,8,0
5,7,3.0,46,46,8,3.0,1.0,6.0,1.0,6579,547.0,256,193,4,38,6,6,153,1.0,0.5,2,1
4,8,2.615384615,441,473,136,2.9,0.933333333,10.0,0.0,6579,522.0,256,193,29,30,34,29,153,0.0,0.6,13,0
3,3,1.8181818180000002,64,69,106,1.9,0.8,6.0,0.2,6579,0.0,256,193,16,5,20,19,153,3.0,0.0,11,0
3,3,1.142857143,112,132,24,1.2,0.708333333,5.0,0.5,6579,522.0,256,193,16,10,8,6,153,2.0,1.0,7,0
4,4,1.5555555559999998,286,286,152,1.5555555559999998,0.842105263,17.0,1.0,6579,539.0,256,193,19,27,14,14,153,11.0,0.5,9,1
3,3,1.285714286,200,200,84,1.285714286,0.941666667,12.0,1.0,6579,539.0,256,193,19,15,9,9,153,7.0,1.0,7,0
3,7,2.111111111,44,77,54,1.375,0.8125,22.0,0.28571428600000004,6579,16.0,256,193,25,31,19,11,153,3.0,0.5555555560000001,9,0
5,6,2.0,20,20,0,2.0,0.0,25.0,1.0,6579,0.0,256,193,6,17,2,2,153,0.0,0.2,1,1
4,4,1.631578947,117,161,68,1.6,0.851851852,4.0,0.095588235,874,0.0,74,56,28,26,31,24,17,0.0,0.0,19,0
3,3,1.631578947,117,161,68,1.6,0.851851852,4.0,0.095588235,874,0.0,74,56,28,13,31,24,17,1.0,0.0,19,0
3,3,1.0,20,20,4,1.0,0.0,2.0,0.0,874,28.0,74,56,4,7,3,3,17,0.0,0.0,3,0
3,7,5.181818182,603,603,892,5.181818182,0.9642857140000001,19.0,0.333333333,928,0.0,32,32,69,77,114,114,7,0.0,0.41666666700000005,22,0
5,8,5.181818182,603,603,892,5.181818182,0.9642857140000001,15.0,0.333333333,928,0.0,32,32,69,19,114,114,7,0.0,0.666666667,22,1
3,5,5.181818182,603,603,892,5.181818182,0.9642857140000001,10.0,0.333333333,928,0.0,32,32,69,12,114,114,7,0.0,0.75,22,0
3,4,5.181818182,603,603,892,5.181818182,0.9642857140000001,8.0,0.333333333,928,0.0,32,32,69,4,114,114,7,1.0,1.0,22,0
5,12,5.181818182,603,603,892,5.181818182,0.9642857140000001,16.0,0.333333333,928,0.0,32,32,69,40,114,114,7,0.0,0.8,22,1
3,10,5.181818182,603,603,892,5.181818182,0.9642857140000001,21.0,0.333333333,928,0.0,32,32,69,66,114,114,7,1.0,0.307692308,22,0
3,4,5.181818182,603,603,892,5.181818182,0.9642857140000001,6.0,0.333333333,928,0.0,32,32,69,15,114,114,7,0.0,1.0,22,0
3,3,1.0,24,24,0,1.0,0.0,0.0,0.0,928,50.91351351,32,32,3,1,3,3,7,0.0,0.0,3,0
7,10,4.0,32,32,0,4.0,0.0,11.0,1.0,6579,576.0,256,193,1,28,4,4,153,0.0,0.0,1,1
7,10,5.0,35,35,0,5.0,0.0,15.0,1.0,6579,576.0,256,193,3,32,5,5,153,0.0,0.5,1,1
0,0,1.0,16,37,0,1.0,0.0,0.0,0.0,5974,50.91351351,478,326,6,1,6,3,25,0.0,0.0,6,0
1,1,2.133333333,340,450,536,2.9411764710000003,0.88362069,2.0,0.194805195,14143,0.0,1136,763,40,3,64,50,59,1.0,0.0,30,0
1,3,1.5208333330000001,385,446,2834,1.631578947,0.901595745,3.0,0.18466899,14143,47.0,1136,763,82,10,73,62,59,0.0,0.0,48,0
0,2,2.3586956519999998,1163,1616,11416,2.161764706,0.957142857,2.0,0.497297297,14143,10.0,1136,763,265,18,217,147,59,1.0,1.0,92,0
0,0,1.739130435,241,308,1452,2.214285714,0.962962963,2.0,0.39047619,20586,8.0,1786,1112,70,3,40,31,154,2.0,1.0,23,0
0,0,1.333333333,55,81,162,1.5,0.9375,0.0,0.14285714300000002,20586,9.0,1786,1112,35,5,12,9,154,0.0,0.0,9,0
1,1,1.0,15,30,16,1.0,0.8666666670000001,2.0,0.666666667,6879,0.0,703,335,8,3,6,3,48,1.0,0.0,6,0
0,0,1.0,151,371,758,1.0,0.95923913,1.0,0.322580645,6879,9.0,703,335,60,4,33,12,48,1.0,0.0,33,0
2,4,2.611111111,226,256,433,2.625,0.882352941,5.0,0.68627451,5566,15.0,383,208,46,8,47,42,38,1.0,0.0,18,0
1,3,2.906542056,1997,2218,17110,3.021978022,0.950471698,6.0,0.220120724,5906,0.0,345,253,310,10,311,275,22,2.0,0.5,107,0
0,0,1.111111111,63,68,34,1.125,0.5625,3.0,0.642857143,4401,0.0,270,253,11,6,10,9,38,2.0,1.0,9,0
1,1,1.0,264,300,430,1.0,0.107142857,3.0,0.9259259259999999,7652,50.91351351,356,265,56,4,29,25,35,1.0,0.0,29,0
0,0,1.211538462,395,638,3864,1.085714286,1.019607843,1.0,0.0,7652,30.0,356,265,140,4,63,38,35,0.0,0.0,52,0
0,0,1.035714286,498,720,4584,1.052631579,1.018181818,1.0,0.0,7652,30.0,356,265,127,4,58,40,35,0.0,0.0,56,0
0,0,1.0,9,27,0,0.0,1.125,1.0,0.0,1905,2.0,40,35,5,4,3,0,57,1.0,0.0,3,0
4,4,1.0,431,431,0,1.0,0.0,0.0,0.0,7829,5.0,395,381,27,6,22,22,45,0.0,0.0,22,1
3,3,1.192307692,372,372,36,1.192307692,0.0,2.0,0.0,7829,0.0,395,381,27,3,31,31,45,0.0,0.0,26,0
3,3,1.0,11,11,0,1.0,0.0,1.0,0.0,5489,1.0,227,225,5,3,2,2,168,0.0,0.0,2,0
6,12,7.0,35,35,12,7.0,0.0,14.0,1.0,5489,1.0,227,225,7,32,7,7,168,0.0,0.75,1,1
3,5,4.0,569,569,524,4.0,0.0,6.0,0.0,5489,0.0,227,225,41,13,48,48,168,0.0,1.0,12,0
3,7,3.0,14,14,8,3.0,0.0,8.0,1.0,5489,0.0,227,225,4,11,3,3,168,0.0,1.0,1,0
4,7,2.25,44,44,24,2.25,1.0,8.0,0.0,5489,1.0,227,225,11,9,9,9,168,0.0,1.0,4,1
3,7,5.571428571,178,178,198,5.571428571,0.0,7.0,1.0,5489,0.0,227,225,17,28,39,39,168,0.0,0.666666667,7,0
4,8,3.25,79,79,44,3.25,0.0,8.0,0.0,5489,1.0,227,225,11,24,13,13,168,0.0,0.0,4,1
3,7,1.75,83,83,120,1.75,0.0,8.0,0.0,5489,1.0,227,225,17,8,14,14,168,0.0,0.0,8,0
4,4,1.5208333330000001,385,446,2834,1.631578947,0.901595745,2.0,0.18466899,14143,47.0,1136,763,82,5,73,62,59,1.0,0.5,48,1
3,3,1.5208333330000001,385,446,2834,1.631578947,0.901595745,2.0,0.18466899,14143,47.0,1136,763,82,6,73,62,59,1.0,0.5,48,0
3,15,3.476190476,798,819,1009,3.888888889,1.044575472,63.0,0.23636363600000002,20586,23.0,1786,1112,135,72,73,70,154,2.0,0.441176471,21,0
4,4,6.777777778,271,271,16,6.777777778,0.8125,8.0,0.0,3566,0.0,432,347,21,12,61,61,64,4.0,0.0,9,1
3,6,1.363636364,110,131,278,1.333333333,0.8,6.0,0.622222222,5566,18.0,383,208,46,8,15,12,38,1.0,0.5,11,0
3,4,1.071428571,56,132,221,1.2,0.794871795,10.0,0.35164835200000005,5566,18.0,383,208,44,16,15,6,38,5.0,0.5,14,0
3,4,1.6666666669999999,153,244,331,2.285714286,0.888636364,25.0,0.3,5566,22.0,383,208,61,31,35,16,38,17.0,0.5,21,0
3,6,1.0,56,133,191,1.0,0.794871795,8.0,0.35164835200000005,5566,18.0,383,208,43,10,14,5,38,4.0,1.0,14,0
3,4,1.4,163,163,32,1.4,0.5,5.0,0.333333333,4401,0.0,270,253,9,7,7,7,38,1.0,1.0,5,0
4,4,1.0,26,26,0,1.0,0.0,0.0,0.0,4401,50.91351351,270,253,9,1,9,9,38,0.0,0.0,9,1
4,4,1.111111111,61,61,124,1.111111111,0.75,4.0,0.066666667,2217,14.0,148,124,35,3,10,10,17,0.0,0.0,9,1
9,9,1.0,431,431,0,1.0,0.0,0.0,0.0,7829,5.0,395,381,27,7,22,22,45,0.0,0.0,22,1
8,8,1.0,431,431,0,1.0,0.0,0.0,0.0,7829,5.0,395,381,27,7,22,22,45,0.0,0.0,22,1
10,10,1.0,431,431,0,1.0,0.0,0.0,0.0,7829,5.0,395,381,27,8,22,22,45,0.0,0.0,22,1
9,9,2.222222222,645,645,8,2.222222222,1.038461538,9.0,0.0,7829,50.91351351,395,381,28,14,60,60,45,0.0,0.0,27,1
7,14,2.0,90,90,30,2.0,1.0555555559999998,15.0,0.133333333,5489,50.91351351,227,225,11,16,14,14,168,0.0,0.75,7,1
11,11,1.5208333330000001,385,446,2834,1.631578947,0.901595745,2.0,0.18466899,14143,47.0,1136,763,82,11,73,62,59,1.0,0.5,48,1
10,10,1.5208333330000001,385,446,2834,1.631578947,0.901595745,2.0,0.18466899,14143,47.0,1136,763,82,9,73,62,59,1.0,0.5,48,1
7,7,1.5208333330000001,385,446,2834,1.631578947,0.901595745,7.0,0.18466899,14143,47.0,1136,763,82,4,73,62,59,0.0,0.0,48,1
11,11,1.222222222,408,539,2704,1.266666667,0.9678571429999999,2.0,0.012519562,14143,85.0,1136,763,102,7,99,76,59,1.0,0.5,81,1
7,7,1.222222222,408,539,2704,1.266666667,0.9678571429999999,2.0,0.012519562,14143,85.0,1136,763,102,6,99,76,59,1.0,0.5,81,1
8,8,1.35,102,221,147,2.0,0.863157895,16.0,0.19166666699999999,14143,10.0,1136,763,34,20,27,14,59,8.0,0.0,20,1
15,16,1.4090909090000001,267,285,865,1.45,0.942857143,32.0,0.549450549,20586,9.0,1786,1112,67,25,31,29,154,16.0,0.666666667,22,1
1,1,2.0,55,55,30,2.0,1.333333333,2.0,0.0,3862,50.91351351,227,219,7,4,8,8,29,0.0,0.0,4,0
2,3,1.98245614,674,674,0,1.98245614,0.017857143,5.0,1.0,3862,0.0,227,219,57,10,113,113,29,2.0,0.0,57,0
2,3,1.98245614,674,674,0,1.98245614,0.017857143,5.0,1.0,3862,0.0,227,219,57,10,113,113,29,2.0,0.0,57,0
0,0,2.636363636,170,197,150,2.5,1.1,3.0,0.0,3862,0.0,227,219,18,12,29,25,29,0.0,1.0,11,0
0,1,2.2058823530000002,787,787,1842,2.2058823530000002,1.03030303,1.0,0.0,3862,21.0,227,219,82,5,75,75,29,0.0,0.666666667,34,0
1,1,1.875,375,375,1021,1.875,1.043478261,1.0,0.0,3862,24.0,227,219,71,3,45,45,29,0.0,0.0,24,0
0,0,1.875,375,375,1021,1.875,1.043478261,2.0,0.0,3862,24.0,227,219,71,5,45,45,29,2.0,0.0,24,0
1,3,2.631578947,339,339,377,2.631578947,1.0555555559999998,6.0,0.0,3862,50.91351351,227,219,30,11,50,50,29,0.0,1.0,19,0
1,1,2.631578947,339,339,377,2.631578947,1.0555555559999998,1.0,0.0,3862,50.91351351,227,219,30,3,50,50,29,0.0,0.0,19,0
0,0,1.6666666669999999,347,373,218,1.6818181819999998,0.904347826,7.75059952,0.21637426899999998,3862,50.91351351,227,219,26,1,40,37,29,1.5947242209999999,0.0,24,0
1,1,1.6666666669999999,347,373,218,1.6818181819999998,0.904347826,7.75059952,0.21637426899999998,3862,50.91351351,227,219,26,1,40,37,29,1.5947242209999999,0.0,24,0
0,0,1.0,14,14,0,1.0,0.0,0.0,0.0,993,0.0,54,49,4,1,4,4,30,0.0,0.0,4,0
0,2,1.25,20,20,8,1.25,0.0,3.0,0.0,993,0.0,54,49,5,6,5,5,30,0.0,0.0,4,0
2,19,4.555555556,429,429,2,4.555555556,0.875,22.0,1.0,429,0.0,9,9,10,38,41,41,2,2.0,0.0,9,0
3,3,2.2058823530000002,787,787,1842,2.2058823530000002,1.03030303,3.0,0.0,3862,21.0,227,219,82,3,75,75,29,0.0,0.0,34,0
3,6,2.2058823530000002,787,787,1842,2.2058823530000002,1.03030303,9.0,0.0,3862,21.0,227,219,82,18,75,75,29,2.0,0.0,34,0
3,3,1.875,375,375,1021,1.875,1.043478261,3.0,0.0,3862,24.0,227,219,71,3,45,45,29,0.0,0.0,24,0
3,3,2.631578947,339,339,377,2.631578947,1.0555555559999998,4.0,0.0,3862,50.91351351,227,219,30,4,50,50,29,0.0,0.0,19,0
3,3,1.75,42,52,8,2.0,1.142857143,6.0,0.0,3862,0.0,227,219,8,5,14,12,29,0.0,0.0,8,0
3,3,1.0,26,26,8,1.0,0.5,6.0,1.0,993,0.0,54,49,4,7,2,2,30,3.0,0.0,2,0
4,6,4.5,73,73,6,4.5,0.0,5.0,1.0,993,0.0,54,49,4,13,9,9,30,0.0,0.0,2,0
5,15,4.555555556,429,429,2,4.555555556,0.875,18.0,1.0,429,0.0,9,9,10,24,41,41,2,1.0,0.0,9,1
5,22,4.555555556,429,429,2,4.555555556,0.875,24.0,1.0,429,0.0,9,9,10,40,41,41,2,1.0,0.0,9,1
3,13,4.555555556,429,429,2,4.555555556,0.875,12.0,1.0,429,0.0,9,9,10,50,41,41,2,0.0,0.0,9,0
0,0,2.861111111,1234,1440,899,3.9090909089999997,0.932467532,1.0,0.11092437,20854,168.0,812,543,254,4,103,86,70,1.0,0.0,36,0
1,4,6.413793103,1446,1451,1250,6.607142857,0.932142857,8.0,0.194444444,27590,0.0,1132,948,76,48,186,185,138,3.0,0.333333333,29,0
1,3,2.333333333,62,62,54,2.333333333,0.5,11.0,1.0,27590,87.0,1132,948,152,30,7,7,138,3.0,0.8,3,0
0,0,2.688311688,1204,1334,4998,3.1896551719999997,0.970614035,0.0,0.05026300400000001,27590,0.0,1132,948,142,1,207,185,138,0.0,0.0,77,0
1,2,1.125,104,104,88,1.125,0.0,1.0,0.0,23224,1.0,474,454,17,14,9,9,69,0.0,1.0,8,0
0,0,1.0,80,105,0,1.0,0.0,0.0,0.0,8970,50.91351351,374,289,12,1,12,9,31,0.0,0.0,12,0
0,0,1.418181818,1643,1929,438,1.5287356319999998,0.9908256879999999,1.0,0.000849473,19469,0.0,786,681,111,7,156,133,66,0.0,0.0,110,0
1,1,3.277777778,404,455,0,3.25,0.623529412,5.0,0.6190476189999999,19469,0.0,786,681,18,7,59,52,66,4.0,0.0,18,0
1,1,1.5,135,135,0,1.5,0.857142857,2.0,1.0,19469,4.0,786,681,8,8,12,12,66,1.0,0.0,8,0
1,6,2.4379562040000002,2687,3578,29122,2.964705882,0.979309166,9.0,0.046379829000000004,9478,12.0,312,223,330,35,334,252,28,1.0,0.6,137,0
2,3,2.8461538460000004,339,344,154,3.0,0.96875,3.0,0.0,1350,0.0,51,41,25,5,37,36,6,0.0,0.0,13,0
0,0,3.80952381,1427,1619,1966,4.483870968,0.96097561,1.0,0.008602151,8318,0.0,262,190,62,4,160,139,29,1.0,1.0,42,0
0,0,2.540540541,578,799,292,3.736842105,0.963541667,1.0,0.1,8318,0.0,262,190,42,4,94,71,29,1.0,0.0,37,0
1,1,1.93877551,534,626,390,2.243243243,0.932291667,1.0,0.026595745,2325,0.0,88,74,50,1,95,83,2,1.0,1.0,49,0
3,3,1.0888888890000001,342,411,440,1.102564103,0.8863636359999999,3.0,0.035940803,20854,0.0,812,543,51,5,49,43,70,0.0,0.0,45,0
3,3,1.0,11,11,0,1.0,0.0,6.0,1.0,6135,0.0,269,205,1,5,1,1,30,3.0,0.0,1,1
4,6,4.450704225,1613,1613,6292,4.450704225,0.9930612240000001,11.0,0.040705563,8510,0.0,214,200,111,47,316,316,44,0.0,1.0,71,0
5,16,6.0,247,247,330,6.0,1.2,23.0,0.0,10542,0.0,699,634,36,81,36,36,66,0.0,0.571428571,6,1
5,5,1.9338842980000002,1190,1247,24104,1.939130435,0.861904762,8.0,0.884542952,10542,84.0,699,634,421,10,234,223,66,3.0,0.0,121,1
6,6,1.0,53,106,0,1.0,1.0,12.0,0.0,10542,0.0,699,634,7,9,7,1,66,6.0,0.0,7,1
3,4,1.4,170,170,0,1.4,1.025,10.0,0.333333333,19441,0.0,821,669,5,26,7,7,49,6.0,0.0,5,1
3,3,1.0,539,739,0,1.0,1.010416667,0.0,0.0,19441,0.0,821,669,97,9,97,74,49,0.0,0.0,97,0
4,4,1.0,539,739,0,1.0,1.010416667,0.0,0.0,19441,0.0,821,669,97,8,97,74,49,0.0,0.0,97,1
6,6,2.04,598,598,768,2.04,0.0,0.0,0.0,19441,133.0,821,669,206,10,51,51,49,0.0,0.0,25,1
3,3,1.814814815,325,399,280,1.952380952,0.8557692309999999,4.0,0.09486166,19441,50.91351351,821,669,39,11,49,41,49,3.0,1.0,27,1
3,3,1.571428571,288,288,379,1.571428571,0.0,4.0,0.0,23224,24.0,474,454,55,5,33,33,69,2.0,0.0,21,0
4,4,4.0,184,184,33,4.0,1.0,4.0,0.333333333,8970,116.0,374,289,188,6,20,20,31,0.0,0.0,5,0
3,5,7.0,1782,1782,6008,7.0,0.93956044,6.0,0.07777777799999999,8970,0.0,374,289,107,20,350,350,31,0.0,1.0,50,0
4,9,7.0,1782,1782,6008,7.0,0.93956044,14.0,0.07777777799999999,8970,0.0,374,289,107,38,350,350,31,0.0,0.5,50,0
3,5,2.75,82,82,0,2.75,0.0,5.0,0.0,19469,0.0,786,681,4,13,11,11,66,0.0,0.0,4,0
3,3,1.9210526319999999,1454,1659,3934,2.081967213,0.9784946240000001,4.0,0.048033125999999995,8318,15.0,262,190,120,9,146,127,29,1.0,1.0,76,0
4,5,1.0,47,47,20,1.0,2.0,6.0,0.0,8318,190.0,262,190,230,11,2,2,29,0.0,0.666666667,2,1
3,6,5.8,612,612,162,5.8,1.0,6.0,0.0,3358,0.0,184,165,20,24,58,58,18,0.0,1.0,10,1
3,16,5.8,612,612,162,5.8,1.0,14.0,0.0,3358,0.0,184,165,20,120,58,58,18,3.0,0.2,10,1
7,7,6.0975609760000005,1255,1589,1098,7.740740741000001,0.902083333,31.0,0.29004329,8814,0.0,151,113,43,47,250,209,34,0.0,1.0,41,1
9,9,9.0,1705,1705,108,9.0,0.0,9.0,1.0,16188,50.91351351,569,482,29,12,27,27,90,0.0,0.0,3,1
7,17,3.2,123,133,68,4.666666667,1.107142857,25.0,0.0,10542,0.0,699,634,12,65,16,14,66,6.0,0.833333333,5,1
7,7,3.0533333330000003,1779,1828,10273,3.112676056,0.9902143520000001,8.0,0.011538462,10542,163.0,699,634,395,8,229,221,66,1.0,0.0,75,1
7,8,4.951807229,2997,3547,8097,4.6865671639999995,0.953436807,10.0,0.058823529000000006,19441,50.91351351,821,669,155,37,411,314,49,3.0,0.333333333,83,1
8,8,1.083333333,68,78,28,1.1,1.0,17.0,0.018181818,23224,125.0,474,454,72,14,13,11,69,9.0,0.0,12,1
8,8,1.111111111,43,67,22,1.166666667,0.95,11.0,0.071428571,23224,129.0,474,454,73,10,10,7,69,3.0,0.0,9,1
7,7,5.0,97,97,4,5.0,0.0,17.0,1.0,9478,0.0,312,223,3,55,5,5,28,8.0,1.0,1,1
14,14,3.80952381,1427,1619,1966,4.483870968,0.96097561,23.0,0.008602151,8318,0.0,262,190,62,18,160,139,29,9.0,0.5,42,1
8,8,2.540540541,578,799,292,3.736842105,0.963541667,11.0,0.1,8318,0.0,262,190,42,16,94,71,29,0.0,1.0,37,1
11,11,2.540540541,578,799,292,3.736842105,0.963541667,12.0,0.1,8318,0.0,262,190,42,11,94,71,29,1.0,0.0,37,1
7,10,2.540540541,578,799,292,3.736842105,0.963541667,20.0,0.1,8318,0.0,262,190,42,31,94,71,29,7.0,0.0,37,1
